herb,positive_target,negative_target,positive_score,negative_score,fold
236,69,4840,6.3739,0.1307,2
254,5515,6612,3.8754,0.1316,0
178,5431,983,2.2119,0.1434,0
55,1909,910,12.4733,0.1346,2
233,429,2314,3.6754,0.1617,3
93,5515,3952,13.1847,0.1627,4
596,790,983,0.3976,0.1524,2
224,429,4122,9.1581,0.1418,2
591,3243,7520,0.2659,0.1731,4
133,2198,4612,4.2342,0.1619,0
103,2198,4840,5.5349,0.1457,4
396,5431,6612,5.4979,0.137,3
22,429,5500,5.2108,0.1601,3
339,5259,4840,0.749,0.1486,0
190,1909,6209,2.0037,0.1603,1
161,5431,3451,1.169,0.1446,3
172,2198,4840,7.8502,0.1568,4
435,5431,4394,20.488,0.1621,3
370,429,4134,5.1068,0.1369,4
428,1909,5128,2.0344,0.14,2
663,2169,1147,0.477,0.1496,0
366,5515,620,12.0268,0.1577,1
442,429,1190,6.8059,0.1659,2
196,5431,6464,7.8448,0.1759,3
436,1909,7402,4.4119,0.1536,4
182,5431,4122,16.4479,0.1271,0
458,2198,423,6.5693,0.1506,4
9,5514,2727,4.0521,0.1468,1
33,5431,6612,11.8188,0.1341,4
262,1909,4840,4.0541,0.1355,0
331,2198,6612,2.684,0.1373,3
390,69,2356,7.1578,0.1524,1
364,429,4121,3.1714,0.1308,3
584,2604,6101,0.564,0.1595,2
339,4415,6612,1.75,0.147,0
628,897,1190,0.9163,0.1613,3
543,3307,2597,0.3969,0.1794,2
487,2198,6703,5.4385,0.149,0
391,5431,6612,5.4374,0.1269,4
230,69,1577,10.4179,0.1438,1
120,5431,6101,15.7002,0.1509,2
155,69,1199,5.5465,0.1624,2
116,5431,1199,9.5453,0.1501,0
360,5431,7117,7.8626,0.1695,0
490,5431,6101,28.1357,0.1412,0
50,1909,256,7.0406,0.1513,0
123,5431,6612,5.682,0.1408,2
219,5515,6164,3.1134,0.1356,4
541,3307,209,0.4337,0.1947,4
252,1909,910,6.6481,0.1366,0
380,5515,252,0.913,0.1417,2
66,4628,20,1.2234,0.1575,1
473,4575,6209,5.0903,0.1509,2
696,3307,97,0.4205,0.146,0
316,5515,6101,3.3454,0.147,4
605,1103,620,1.1146,0.1771,4
462,429,7272,5.024,0.1595,2
260,5431,1059,8.4201,0.1454,4
100,4415,910,2.9458,0.14,1
474,1909,6295,3.4688,0.1479,3
323,2198,2727,5.1044,0.1375,2
254,5431,6703,4.6804,0.1311,0
401,2198,6612,3.5911,0.1353,0
281,69,2042,8.5085,0.141,0
134,5515,3229,14.4105,0.1359,3
130,5431,4122,14.2884,0.1353,3
623,1909,910,2.2513,0.1478,1
322,5431,2036,3.0266,0.1802,4
316,5431,1041,3.9001,0.1346,4
435,1909,6359,19.9646,0.1672,3
267,5431,6612,9.5896,0.138,3
168,7061,4501,0.3247,0.1369,3
475,2198,959,3.6339,0.1405,4
108,69,620,3.0296,0.1533,2
527,1243,902,0.4087,0.1878,1
574,7006,959,0.3666,0.146,3
625,4575,5271,1.4468,0.1391,3
622,5515,5128,0.5737,0.1719,0
622,6429,1924,0.5684,0.1817,0
460,1909,4134,3.421,0.1472,2
309,1909,7402,6.3916,0.1532,4
59,806,4122,12.0415,0.13,4
14,429,4840,6.8402,0.1371,0
185,5515,6612,9.3745,0.1443,3
178,1909,4636,2.2866,0.1427,0
126,5431,6101,13.2517,0.148,3
329,5514,6044,1.4607,0.1893,0
42,4415,6612,1.9764,0.1453,1
81,5515,6612,2.5039,0.1368,3
87,806,20,3.7587,0.1461,2
340,4747,3228,0.7701,0.1525,1
241,429,4134,4.4713,0.1449,3
42,69,4134,2.5674,0.1445,1
3,5431,4840,6.8125,0.1383,0
235,2198,5376,2.8802,0.1378,4
454,5515,2863,4.2372,0.1478,2
135,5431,6612,15.1291,0.1455,3
142,5515,1651,3.6779,0.1245,1
273,2198,3008,29.3922,0.1577,2
623,4575,6612,2.37,0.1447,1
484,4628,256,3.7806,0.1822,1
343,429,2042,4.2519,0.145,1
381,5431,7006,6.1874,0.161,2
200,5431,3228,5.1635,0.1344,1
664,3280,1147,0.4282,0.1074,3
94,5431,1119,13.0075,0.144,2
375,5515,6612,5.1278,0.1444,1
372,429,6703,4.2613,0.1394,1
415,69,6612,9.5752,0.1381,1
314,5431,6101,7.2202,0.1517,2
163,1909,7117,5.3935,0.1602,2
243,4629,20,0.9196,0.1622,0
580,3541,6043,0.5481,0.1825,1
437,429,4501,2.6683,0.142,3
216,69,2727,3.4101,0.135,1
17,2198,20,3.4617,0.1485,4
119,2198,2389,4.9639,0.1519,3
192,429,3411,12.5515,0.156,1
160,609,1190,1.3462,0.1647,1
424,5431,5760,0.5885,0.1382,2
521,639,6287,0.5801,0.1541,1
229,5431,6359,4.5666,0.1537,2
345,5431,4134,5.844,0.1384,0
317,2198,6359,5.5046,0.1771,4
13,5515,5813,3.6551,0.1858,4
1,5431,3237,18.919,0.1319,3
12,806,3951,5.8233,0.1338,3
90,5431,6359,11.049,0.1528,4
387,429,4121,3.9712,0.1245,0
274,5431,1642,10.5058,0.1426,0
245,4628,4120,34.7142,0.1688,0
312,69,4612,4.4008,0.1516,0
328,2198,6640,4.1995,0.1742,3
242,429,3950,6.6611,0.183,1
162,69,4817,7.151,0.1533,0
445,429,3034,11.9916,0.1347,2
403,5515,4501,2.9878,0.1272,2
121,69,7402,6.866,0.1448,1
573,2866,644,0.5618,0.1839,1
166,5431,3237,13.7272,0.1315,2
232,5515,5268,3.2364,0.1358,4
690,5514,4134,0.9396,0.1292,2
124,5514,6612,3.0137,0.1429,4
500,7126,901,0.5635,0.1555,3
479,429,959,2.6343,0.1381,3
175,5515,3885,8.1922,0.1498,0
599,4575,6359,2.1428,0.1584,2
612,69,2720,3.0964,0.1578,2
8,5515,6612,5.2467,0.1367,0
130,1909,6612,11.1815,0.1354,3
104,5431,5629,4.6849,0.1648,3
531,4575,5376,1.8299,0.1687,2
440,2198,6612,6.199,0.1488,0
333,429,6612,8.5484,0.1428,2
279,429,3228,5.4567,0.1341,0
25,1909,6101,16.9373,0.1413,3
9,5431,4122,4.3415,0.1332,1
61,1909,6101,17.6785,0.1511,3
125,429,6703,4.0108,0.1293,2
447,429,3951,4.9892,0.1359,3
129,3244,6359,1.1336,0.1863,2
385,5515,620,6.7877,0.14,1
633,806,7126,0.5868,0.14,2
127,3244,7347,1.9964,0.1691,0
181,5515,4134,3.8041,0.1316,2
78,1909,6612,5.5451,0.1415,0
592,806,7117,1.7799,0.1611,3
417,429,6359,11.4036,0.1642,0
96,5515,2314,5.2619,0.1367,1
479,5515,2727,2.8394,0.1312,3
383,2198,20,3.9175,0.1326,2
328,429,20,5.2778,0.1613,3
512,69,4122,2.3674,0.1434,1
72,429,6612,3.0876,0.1488,3
309,5431,6101,8.4194,0.1516,4
39,5515,6612,17.1129,0.1386,0
464,5515,1569,1.4369,0.1376,3
249,429,6612,7.9769,0.1404,0
549,5514,7055,1.0861,0.1243,4
75,5431,6101,19.1864,0.1486,1
50,2198,2668,7.1988,0.1501,0
307,429,983,5.9381,0.1344,0
267,5515,3237,9.4248,0.1427,3
600,4575,2315,0.7851,0.1883,4
379,5431,6612,3.4426,0.148,2
100,4575,6612,2.9863,0.1371,1
202,5515,4122,6.7941,0.1485,3
44,4575,5128,1.2582,0.1445,4
347,5515,2174,20.6733,0.1383,3
421,1909,5128,3.2388,0.1923,1
405,5431,4840,10.8702,0.1363,4
141,429,1222,15.3862,0.1316,2
62,5431,6359,10.0347,0.1536,0
658,6320,3307,0.41,0.1514,1
308,5431,6703,5.6803,0.1295,2
627,1244,2036,0.7003,0.1922,2
206,5515,6459,4.6878,0.1182,1
456,5515,6612,13.709,0.1504,2
252,5431,6612,7.1019,0.1337,0
39,69,3237,16.6609,0.1434,0
365,69,6101,5.5555,0.1499,2
23,2198,6612,8.6338,0.1369,3
334,806,6209,7.0011,0.1415,1
45,5431,4817,7.0273,0.1553,2
510,5515,6612,2.6338,0.1433,3
286,5431,1199,12.5201,0.1254,1
357,5431,4122,18.7382,0.1325,4
616,4124,4499,0.3672,0.1408,0
304,5431,20,6.1167,0.1462,1
232,5431,6612,3.9791,0.1336,4
11,4416,967,0.2788,0.1704,3
393,5431,4122,5.4151,0.1505,4
639,7126,6550,0.3315,0.1558,4
266,429,4122,7.1593,0.138,2
143,429,7607,9.1807,0.152,2
362,5431,4122,12.0372,0.1553,2
18,429,5135,6.7393,0.1504,2
327,4628,14,2.4321,0.1521,0
478,429,3228,4.2325,0.1423,1
644,2604,4817,0.7912,0.1583,1
526,5760,221,0.5599,0.1485,3
351,69,1190,19.8035,0.1407,0
423,429,6101,5.6313,0.1743,1
82,7061,3952,1.0396,0.1467,0
612,2540,6822,2.4864,0.1625,2
446,429,6612,9.6905,0.1525,3
562,4981,2987,0.2507,0.1285,3
488,5515,5500,3.6536,0.158,3
255,2198,4121,3.0028,0.1521,2
240,5515,6612,3.2508,0.1382,0
319,5515,2315,2.4335,0.1715,2
76,3945,5377,1.297,0.1803,1
485,3874,4499,4.181,0.165,2
182,5515,6612,12.5421,0.1291,0
142,1909,4134,3.5017,0.1331,1
258,429,3228,4.1124,0.1315,1
109,1909,4840,4.5505,0.153,1
675,3874,617,1.0313,0.163,0
312,5431,1390,6.1376,0.1502,0
270,1909,6612,18.0568,0.1393,4
70,5431,3237,5.5243,0.1376,3
600,1902,2160,0.6351,0.1894,4
21,5431,4122,5.817,0.1413,2
380,806,1116,0.7597,0.1451,2
569,908,1651,0.5482,0.1422,1
196,69,431,7.3253,0.1761,3
225,2198,5268,3.9921,0.1882,4
135,1909,6101,14.0416,0.1485,3
269,5431,3237,14.5153,0.1423,0
65,1909,6955,5.8524,0.1503,1
171,5431,6101,14.1972,0.144,3
184,5515,6612,6.3834,0.1408,0
7,2198,553,4.7056,0.1492,3
509,5434,4122,1.035,0.1299,1
159,1909,910,8.1932,0.1302,1
374,5431,1642,8.4826,0.1352,3
73,1909,6359,6.5629,0.1599,3
419,1909,27,19.6,0.1659,2
122,5431,2727,2.2709,0.1493,3
12,5431,6612,4.9258,0.14,3
497,69,3451,1.226,0.1739,0
580,4415,2857,0.5111,0.1989,1
359,5515,7402,12.9197,0.1506,4
399,5515,7117,8.1315,0.1458,1
337,5431,6612,13.0694,0.1313,4
97,5515,3404,6.6397,0.1473,4
325,5431,3229,14.5201,0.1469,2
99,5431,2670,6.6797,0.1536,1
476,429,2915,10.4721,0.1685,4
144,4628,4000,1.7094,0.1322,3
282,69,3237,5.5053,0.1364,0
458,5515,6612,6.7205,0.1487,4
209,5431,3237,19.0056,0.1421,1
388,1582,7502,0.9555,0.1368,3
370,806,6612,5.0923,0.1377,4
151,2198,910,9.3235,0.1485,4
82,897,3343,0.9665,0.1474,0
17,429,5500,3.2641,0.1679,4
365,2198,1190,5.1603,0.1525,2
227,5515,1190,9.4591,0.1378,3
318,1909,1274,19.3718,0.1676,1
128,5515,6209,4.3549,0.1414,2
302,1909,5269,15.0629,0.15,1
264,5431,1390,2.7018,0.1638,4
98,69,910,5.5203,0.151,4
32,2198,4840,8.0082,0.1347,3
283,429,3951,3.773,0.1338,1
104,806,772,3.2143,0.1758,3
41,5515,4134,6.5633,0.153,3
453,806,1651,7.3877,0.137,3
149,69,1199,11.8567,0.1433,0
361,5431,3404,8.2372,0.1455,1
660,4415,1190,0.7908,0.157,3
457,429,2456,3.5155,0.1426,1
452,5431,5500,6.3322,0.1572,1
239,2199,1651,1.0057,0.1462,4
382,1902,1119,2.1196,0.1505,4
360,429,1199,8.766,0.1524,0
169,1909,2129,16.068,0.1734,4
136,2540,7330,9.6585,0.1631,0
358,4628,1979,4.8726,0.1683,0
84,5515,6101,9.4318,0.1465,4
140,429,1222,11.6337,0.1491,1
375,1909,6459,5.0459,0.1459,1
344,5515,3410,17.4638,0.1381,4
251,69,2314,3.4864,0.1499,4
575,3216,1814,0.4316,0.1808,3
495,897,3404,0.9281,0.1641,1
566,5081,5760,0.3749,0.1242,0
459,2198,4134,6.5488,0.1518,4
431,5515,7402,4.883,0.1443,4
357,5515,3237,16.3914,0.1401,4
153,5431,6101,22.0665,0.1398,4
439,806,702,6.0761,0.1397,2
596,1245,2727,0.4427,0.1448,2
160,5270,6359,1.8592,0.1635,1
395,806,6459,2.226,0.1366,0
289,806,910,6.9055,0.1393,4
529,897,2972,0.5901,0.1983,3
138,5515,6359,6.2531,0.1564,0
200,806,6459,4.4669,0.1363,1
280,806,6612,7.1638,0.1357,3
211,5431,2891,6.572,0.1373,2
530,6169,2314,0.9274,0.1586,1
280,5431,4840,5.8363,0.1371,3
244,2198,2915,5.4578,0.1656,1
342,5431,3229,12.2091,0.134,1
106,4575,2668,4.8716,0.1509,4
372,2198,6612,3.9374,0.1398,1
426,1909,6612,10.8971,0.1487,1
587,1402,6935,0.303,0.1876,4
60,2198,6459,4.2379,0.1272,1
21,429,2314,8.1061,0.1402,2
188,429,7104,11.3137,0.1388,3
473,429,6612,8.0385,0.1481,2
571,1909,960,3.5292,0.1895,3
214,1909,2174,28.1871,0.1539,0
694,3307,5135,0.8239,0.1775,4
194,69,4134,4.2913,0.1544,2
237,1909,3237,9.7732,0.1418,3
234,2198,2129,15.5422,0.1489,3
186,5431,1199,15.3184,0.1559,1
248,5431,4122,4.915,0.159,2
131,429,3237,21.6208,0.1523,0
471,429,4134,4.6705,0.1335,1
272,5431,256,5.8093,0.1613,3
644,897,510,0.717,0.1723,1
488,5431,1390,3.4611,0.1604,3
185,806,3237,9.3729,0.1492,3
638,5802,5510,0.5434,0.146,0
159,5431,6612,8.3529,0.1274,1
374,1909,1199,8.1174,0.1367,3
168,4628,5376,0.9463,0.1327,3
461,69,7607,5.8354,0.1293,3
75,1909,5629,18.6321,0.1499,1
22,2198,6101,5.8565,0.1598,3
4,5431,6612,6.7095,0.1486,0
260,5515,620,9.2471,0.1332,4
290,1909,6612,4.8387,0.1272,2
300,429,3237,12.4601,0.1391,1
319,5431,2995,2.4644,0.1551,2
652,6429,4560,0.5795,0.1191,2
635,1909,5500,0.6496,0.1707,0
376,5515,6612,6.0296,0.1257,4
58,1909,1642,6.3092,0.1294,1
146,2198,910,14.0536,0.1443,0
187,2198,6612,8.5709,0.1581,3
273,69,1300,27.6426,0.1605,2
247,69,35,10.569,0.1337,2
336,5431,6101,13.1324,0.1315,0
111,5431,5500,12.2328,0.1551,3
223,69,674,5.5624,0.1789,0
285,5515,3237,10.3339,0.119,3
637,6295,1141,0.6312,0.1681,3
438,806,2995,3.1404,0.1614,3
480,5515,6209,7.2243,0.1338,3
427,429,2314,6.49,0.1282,0
295,2198,2727,3.7382,0.1558,3
93,5431,6359,17.4397,0.1584,4
292,5431,7117,6.0863,0.151,3
213,7061,3343,1.9931,0.163,0
666,7061,2314,0.5145,0.1368,0
57,5515,2314,2.4437,0.1707,3
321,1909,4122,4.1946,0.1418,3
44,5515,6209,1.222,0.1454,4
271,5515,6459,4.2566,0.1409,3
164,806,7402,5.7533,0.1547,3
58,5431,6209,6.4232,0.1259,1
191,5431,6612,8.8508,0.1156,0
641,806,4501,0.7579,0.1274,1
48,5431,163,7.4506,0.1516,1
394,5431,959,1.9334,0.1326,3
242,2198,1787,7.1503,0.1772,1
393,806,4018,5.0026,0.1661,4
113,5431,6612,14.8581,0.1501,2
203,5431,6612,7.1176,0.1364,0
29,5431,4122,7.9195,0.1336,1
317,429,5500,5.8513,0.1724,4
18,2198,6979,7.1512,0.1407,2
342,1909,1222,11.19,0.1375,1
132,1909,7402,7.0581,0.1394,4
270,5515,3237,16.2825,0.144,4
506,3911,1569,0.7748,0.1116,2
43,5515,3237,7.3659,0.1393,0
678,2456,4000,0.3685,0.1356,0
60,806,3228,5.3972,0.1255,1
390,5431,6359,8.9623,0.1507,1
277,5431,1642,3.706,0.1388,4
176,69,910,10.5834,0.1331,0
209,1909,5269,16.1248,0.1464,1
633,2198,1116,0.5684,0.1406,2
441,429,20,2.8876,0.158,0
429,5431,4122,16.1234,0.1424,0
332,1909,6442,15.0293,0.1684,0
89,1902,6612,2.9209,0.1322,4
439,1909,3951,7.2326,0.1363,2
171,1909,7402,10.3104,0.1455,3
243,5021,6640,0.6546,0.1751,0
51,5515,5376,2.4253,0.1669,2
150,429,3237,6.991,0.1401,0
179,5431,1199,7.6306,0.1438,2
109,5431,6612,5.2117,0.1514,1
215,5515,1059,7.3328,0.1571,4
593,3451,4560,0.3934,0.1309,1
562,7509,3619,0.2593,0.1278,3
26,429,7347,18.6394,0.1699,3
27,5431,5257,8.2851,0.1683,1
265,5431,3228,6.8819,0.1309,1
6,1909,7402,13.4502,0.1495,1
94,2198,1642,13.0601,0.1303,2
353,429,6612,11.9863,0.142,2
346,5515,3237,7.8241,0.1344,4
71,2198,3824,7.9694,0.146,4
331,5431,1651,2.7439,0.1278,3
210,69,2389,6.048,0.1374,3
674,7307,3106,0.2596,0.1769,1
415,5515,7104,9.4462,0.1406,1
64,966,163,1.3208,0.1568,1
74,6428,4539,2.3287,0.1454,4
78,69,910,4.4231,0.1445,0
494,178,4560,0.4214,0.1108,4
207,69,7607,4.408,0.1377,2
180,429,3237,11.33,0.1427,0
315,5515,6612,13.031,0.1308,2
381,69,6359,6.0202,0.1637,2
161,2198,4121,0.9431,0.1451,3
271,429,3228,4.5249,0.139,3
592,1106,2173,0.3905,0.1657,3
150,5515,6612,7.5362,0.1354,0
420,2198,3237,7.2725,0.1431,2
165,1909,7006,5.9811,0.1633,4
239,2198,4501,1.0434,0.1451,4
77,5515,6612,8.5868,0.146,0
477,806,4840,10.5241,0.154,1
279,5515,4840,4.2633,0.1354,0
167,1909,35,7.6675,0.1381,1
534,5002,3451,0.2591,0.1717,2
77,429,910,7.9416,0.1492,0
409,1909,6101,14.0251,0.1569,4
291,4415,4499,2.7364,0.1531,0
198,429,3237,18.2766,0.1639,3
110,1909,6612,11.7723,0.1452,1
395,5431,3228,2.2517,0.1347,0
478,5431,6459,3.784,0.1443,1
0,1909,3229,12.7424,0.1625,4
205,5431,3237,24.1363,0.1412,4
456,5431,1199,14.2234,0.15,2
589,3910,20,0.8803,0.1769,2
105,5431,2129,14.0752,0.1481,3
397,4628,14,4.3072,0.1828,3
199,4628,1190,10.6911,0.1768,1
301,1103,2915,1.9929,0.1597,4
294,5431,6612,4.8491,0.1298,0
183,806,4730,4.1525,0.1307,2
56,5431,6101,30.2514,0.1493,1
240,1909,5268,2.866,0.1404,0
238,806,1222,15.3813,0.1565,0
406,429,4122,6.7488,0.1189,3
666,69,2315,1.0187,0.1333,0
411,5431,1650,2.4608,0.1409,0
49,1909,1190,13.2784,0.1409,1
33,1909,3237,9.5567,0.1387,4
463,5431,7402,21.4153,0.1517,3
143,5515,620,9.1532,0.152,2
284,69,4840,9.0317,0.1354,3
447,2198,6612,4.9121,0.146,3
257,5431,5622,13.2681,0.1541,0
638,259,2943,0.4812,0.1463,0
164,5431,6101,11.3504,0.153,3
225,429,620,6.6077,0.167,4
483,429,14,1.1878,0.1701,3
114,2198,4018,6.4037,0.1306,4
465,5270,3954,1.9792,0.1417,1
419,5431,6359,21.2055,0.1649,2
470,4415,6101,1.2266,0.1844,3
387,2198,1651,4.3329,0.1208,0
534,3923,5760,0.2741,0.1637,2
678,2246,7179,0.3846,0.1353,0
625,5515,4134,1.4537,0.1385,3
310,5431,6101,6.089,0.1407,0
152,1909,6612,6.2611,0.1377,1
88,429,6612,14.2653,0.1483,2
330,5431,2314,5.0495,0.1493,3
52,2198,6612,5.7596,0.1488,3
189,429,702,9.404,0.142,3
468,5431,3237,13.9574,0.1316,2
463,1909,1190,20.6235,0.1527,3
355,1909,3404,7.1748,0.171,1
305,5431,7607,8.1731,0.1648,4
69,4414,5500,0.5621,0.1684,4
137,5431,3237,15.2124,0.1347,1
121,1909,6101,7.0411,0.1432,1
204,5431,6612,6.9376,0.138,1
201,2198,2314,3.6894,0.1533,2
363,5431,5302,29.2657,0.1644,4
367,5431,1651,2.7207,0.136,4
448,5431,6612,8.1107,0.1435,3
72,5515,1651,3.2535,0.1385,3
222,5431,6612,15.0342,0.1512,0
412,5431,3229,17.8465,0.1342,4
219,5431,221,3.6853,0.1278,4
551,1909,4134,1.4051,0.1512,0
214,5431,3008,35.569,0.1516,0
492,2198,620,7.1717,0.1507,3
71,429,3411,8.6717,0.1457,4
401,429,4134,3.8391,0.1346,0
373,806,87,5.1323,0.1578,1
90,1909,1222,12.0372,0.1526,4
7,5515,2727,4.6193,0.1523,3
148,429,3227,5.5167,0.1454,0
408,5431,4122,6.8187,0.1236,2
45,1909,6101,7.4662,0.1522,2
303,4575,4137,1.4823,0.1492,4
156,2198,3227,4.4236,0.1495,1
322,5515,5257,3.4519,0.1761,4
3,1909,6612,7.0289,0.1368,0
595,3940,5118,0.538,0.1751,4
389,5515,4018,6.2377,0.1576,1
70,5515,6612,6.3076,0.1331,3
578,897,6612,0.7209,0.1585,2
259,5515,1020,5.6424,0.1653,0
233,2198,14,3.5653,0.162,3
541,1623,2597,0.4145,0.1957,4
298,2198,6359,4.1831,0.1611,4
1,1909,1222,16.0072,0.136,3
433,4628,4501,2.6405,0.155,0
126,1909,7402,9.3942,0.1496,3
354,5431,5700,5.4413,0.1664,4
334,5431,6612,8.7302,0.1389,1
56,1909,1190,23.3708,0.1519,1
139,2198,6612,11.619,0.1442,0
191,1909,3237,8.348,0.1196,0
73,5431,2668,8.1436,0.1477,3
103,429,6612,6.5569,0.1441,4
399,1909,1264,7.5542,0.1478,1
283,2198,4121,3.2624,0.1352,1
154,429,3142,7.501,0.1518,4
96,5431,4122,4.3021,0.1378,1
695,5393,4501,0.2667,0.1874,4
37,5431,6209,6.581,0.1273,1
112,5431,3149,15.2252,0.131,1
63,5431,6101,9.6996,0.1599,3
425,429,6459,5.0543,0.1484,1
434,2198,910,6.4806,0.1275,4
598,1902,6612,1.4759,0.1441,2
287,429,5257,7.9406,0.1727,0
306,69,3237,16.0093,0.1383,0
510,1909,910,2.3107,0.1464,3
361,1909,2129,8.1523,0.1545,1
485,5431,87,6.4232,0.1626,2
559,1902,4130,0.4071,0.1649,1
420,429,2314,8.3854,0.1427,2
613,4415,960,2.966,0.19,3
306,5431,4122,25.7598,0.138,0
91,5515,4122,23.264,0.1272,1
506,3945,4121,0.7256,0.1147,2
438,5515,1651,3.1305,0.1639,3
324,5431,4840,5.8863,0.1502,3
246,1909,2891,8.6686,0.1306,0
149,1909,6612,11.8663,0.1425,0
413,69,2243,2.2436,0.1382,2
141,2198,3237,16.1186,0.1277,2
297,5431,6101,15.4962,0.1365,2
