herb,positive_target,negative_target,positive_score,negative_score,fold
359,1909,6101,13.3147,0.1489,3
79,1909,4840,7.8246,0.1475,1
461,5431,967,7.7012,0.1289,2
166,5431,3237,13.7272,0.1315,3
48,2540,3404,4.2944,0.154,1
208,429,5813,4.4405,0.1728,0
297,1909,1190,10.7251,0.1388,1
142,5515,1651,3.6779,0.1245,1
80,1909,674,6.9786,0.1572,2
363,5431,5302,29.2657,0.1644,2
337,5431,6612,13.0694,0.1313,4
487,2198,6703,5.4385,0.149,0
265,5431,3228,6.8819,0.1309,3
184,5515,6612,6.3834,0.1408,0
410,5515,4730,2.4377,0.1555,2
311,429,1190,4.4039,0.1551,0
326,5515,3951,3.9621,0.1567,1
565,6444,553,0.2787,0.1935,0
598,244,910,0.8277,0.1472,4
276,5515,3404,5.788,0.1413,3
339,4415,6612,1.75,0.147,4
370,429,4134,5.1068,0.1369,3
430,5431,1056,6.727,0.1549,4
129,3244,6359,1.1336,0.1863,0
375,1909,6459,5.0459,0.1459,2
127,3244,7347,1.9964,0.1691,0
267,5431,6612,9.5896,0.138,3
401,429,4134,3.8391,0.1346,4
38,1909,910,7.6601,0.1332,3
164,806,7402,5.7533,0.1547,4
45,1909,6101,7.4662,0.1522,1
124,5515,5271,3.3151,0.135,4
213,7061,3343,1.9931,0.163,2
304,69,7402,4.8352,0.151,0
490,1909,1190,24.0671,0.1437,0
0,1909,3229,12.7424,0.1625,0
480,5431,3228,6.8827,0.1355,1
128,5515,6209,4.3549,0.1414,2
155,69,1199,5.5465,0.1624,3
225,2198,5268,3.9921,0.1882,3
317,2198,6359,5.5046,0.1771,1
114,2198,4018,6.4037,0.1306,2
641,806,4501,0.7579,0.1274,2
307,429,983,5.9381,0.1344,2
438,806,2995,3.1404,0.1614,1
506,3945,4121,0.7256,0.1147,3
334,806,6209,7.0011,0.1415,2
5,5515,5500,4.5573,0.1572,3
141,2198,3237,16.1186,0.1277,4
282,4415,3229,4.6798,0.137,3
289,5431,6612,9.789,0.1364,1
195,2198,553,8.5838,0.1587,0
289,806,910,6.9055,0.1393,1
204,5515,910,6.877,0.141,3
288,2540,3215,13.4004,0.1592,2
22,429,5500,5.2108,0.1601,1
456,5515,6612,13.709,0.1504,2
119,2198,2389,4.9639,0.1519,0
660,69,6101,0.9438,0.1543,2
357,5515,3237,16.3914,0.1401,2
477,806,4840,10.5241,0.154,2
26,2198,6295,16.9355,0.1717,0
25,5431,1190,16.9136,0.1438,4
69,3244,20,0.8527,0.1586,3
319,5515,2315,2.4335,0.1715,2
187,1909,6209,8.4862,0.1611,0
419,5431,6359,21.2055,0.1649,0
152,1909,6612,6.2611,0.1377,0
100,4415,910,2.9458,0.14,0
368,2198,6612,5.6386,0.1335,4
88,5515,3237,10.0966,0.1533,3
409,69,6612,12.8801,0.1581,0
275,5431,3404,9.4298,0.125,1
34,5431,6612,11.3333,0.1367,1
417,429,6359,11.4036,0.1642,3
155,5431,620,7.2476,0.1616,3
605,1103,620,1.1146,0.1771,3
217,429,6209,7.1774,0.1278,1
76,1103,537,0.9752,0.1807,2
331,2198,6612,2.684,0.1373,1
276,5514,674,5.258,0.1426,3
357,5431,4122,18.7382,0.1325,2
287,429,5257,7.9406,0.1727,1
199,429,6101,11.5774,0.1738,1
521,1902,4120,1.4337,0.149,3
72,5515,1651,3.2535,0.1385,3
628,897,1190,0.9163,0.1613,0
416,69,3237,8.3221,0.1703,0
677,1006,897,0.2568,0.1865,1
153,5431,6101,22.0665,0.1398,0
447,2198,6612,4.9121,0.146,1
587,5241,4501,0.3076,0.1796,3
47,5515,4134,3.9998,0.1332,0
433,429,1651,2.1811,0.1561,1
395,5431,3228,2.2517,0.1347,2
265,5515,6459,6.7713,0.1328,3
280,5431,4840,5.8363,0.1371,1
324,5431,4840,5.8863,0.1502,3
125,2198,2314,3.3409,0.1353,0
104,5431,5629,4.6849,0.1648,4
60,2198,6459,4.2379,0.1272,4
355,1909,3404,7.1748,0.171,2
253,1909,910,6.0569,0.1358,1
90,5431,6359,11.049,0.1528,0
596,1245,2727,0.4427,0.1448,1
486,2198,2727,3.0179,0.112,2
473,429,6612,8.0385,0.1481,2
500,5760,1642,0.3874,0.1834,1
193,1909,4840,7.5193,0.1423,3
111,5431,5500,12.2328,0.1551,0
154,429,3142,7.501,0.1518,0
91,1909,3237,23.7597,0.1249,4
60,806,3228,5.3972,0.1255,4
515,2198,510,3.0983,0.1743,0
299,429,3951,4.89,0.1397,0
267,5515,3237,9.4248,0.1427,3
93,5515,3952,13.1847,0.1627,1
378,1103,1651,1.5071,0.1563,1
479,429,959,2.6343,0.1381,1
141,429,1222,15.3862,0.1316,4
612,2540,6822,2.4864,0.1625,4
149,1909,6612,11.8663,0.1425,3
399,5515,7117,8.1315,0.1458,4
337,429,3237,11.1262,0.1357,4
350,806,3237,7.7833,0.1417,4
18,429,5135,6.7393,0.1504,4
188,429,7104,11.3137,0.1388,3
280,806,6612,7.1638,0.1357,1
310,5431,6101,6.089,0.1407,4
211,2540,4122,3.2858,0.1404,4
506,3911,1569,0.7748,0.1116,3
605,3945,221,0.8781,0.1999,3
145,1909,1190,7.8237,0.1612,3
595,4001,6359,0.4746,0.1778,4
321,1909,4122,4.1946,0.1418,1
43,5515,3237,7.3659,0.1393,1
84,1909,7402,8.8724,0.1481,2
549,3911,7050,1.1693,0.1229,1
471,806,6612,3.5248,0.1342,0
17,2198,20,3.4617,0.1485,1
592,1106,2173,0.3905,0.1657,2
644,897,510,0.717,0.1723,4
562,4981,2987,0.2507,0.1285,4
171,1909,7402,10.3104,0.1455,2
39,5515,6612,17.1129,0.1386,2
120,5515,7402,15.3975,0.1525,0
424,5431,5760,0.5885,0.1382,0
127,4628,6101,4.0092,0.1682,0
228,1909,6612,13.2471,0.139,1
250,5431,6359,4.1988,0.1596,1
696,3307,97,0.4205,0.146,1
19,806,5327,6.6235,0.1629,2
146,2198,910,14.0536,0.1443,0
123,5431,6612,5.682,0.1408,0
335,1909,7402,9.6011,0.1431,1
99,1909,3050,5.9918,0.1794,2
409,1909,6101,14.0251,0.1569,0
559,1902,4130,0.4071,0.1649,2
388,664,6552,0.8878,0.1377,1
660,4415,1190,0.7908,0.157,2
436,1909,7402,4.4119,0.1536,0
530,6169,2314,0.9274,0.1586,2
248,5431,4122,4.915,0.159,0
117,2198,2727,4.9717,0.1322,4
681,1909,6101,0.6731,0.1838,3
99,5431,2670,6.6797,0.1536,2
179,5431,1199,7.6306,0.1438,1
343,5431,6390,3.7128,0.1495,3
485,5431,87,6.4232,0.1626,0
100,4575,6612,2.9863,0.1371,0
150,5515,6612,7.5362,0.1354,2
242,429,3950,6.6611,0.183,0
24,429,5135,6.0079,0.1456,1
28,1909,6101,4.0751,0.1571,0
534,3923,5760,0.2741,0.1637,2
392,1242,1390,1.9287,0.1667,2
307,2198,959,5.0514,0.1359,2
469,3874,7347,1.2994,0.1516,2
6,5431,6101,13.8081,0.1478,0
326,5431,5629,3.9626,0.1547,1
356,5515,6612,4.468,0.1403,3
566,5081,5760,0.3749,0.1242,4
87,5431,1651,3.7066,0.1538,0
450,69,620,6.2614,0.1385,4
456,5431,1199,14.2234,0.15,2
37,1909,3228,3.8051,0.1289,3
452,5431,5500,6.3322,0.1572,0
625,4575,5271,1.4468,0.1391,4
218,5515,6906,3.9363,0.1744,3
413,69,2243,2.2436,0.1382,3
16,806,7017,5.1031,0.1692,3
132,1909,7402,7.0581,0.1394,1
259,5431,2646,4.7301,0.1673,4
515,4575,4122,2.7333,0.1745,0
90,1909,1222,12.0372,0.1526,0
393,806,4018,5.0026,0.1661,2
388,1582,7502,0.9555,0.1368,1
98,806,6612,6.5498,0.1478,0
129,3874,1945,1.5598,0.1821,0
268,5515,4001,7.8939,0.1346,3
202,5515,4122,6.7941,0.1485,2
385,5431,1642,8.4664,0.139,2
342,1909,1222,11.19,0.1375,2
597,1909,1665,1.9226,0.1893,0
73,5431,2668,8.1436,0.1477,4
510,5515,6612,2.6338,0.1433,3
349,5431,6101,17.3487,0.1314,1
478,5431,6459,3.784,0.1443,2
133,2198,4612,4.2342,0.1619,3
435,1909,6359,19.9646,0.1672,4
301,1103,2915,1.9929,0.1597,1
164,5431,6101,11.3504,0.153,4
451,69,6640,3.2005,0.1581,4
304,5431,20,6.1167,0.1462,0
48,5431,163,7.4506,0.1516,1
17,429,5500,3.2641,0.1679,1
616,174,6703,0.3658,0.143,2
64,966,163,1.3208,0.1568,2
239,2199,1651,1.0057,0.1462,2
349,2198,1190,14.9492,0.1337,1
378,5431,4501,1.462,0.1567,1
101,4575,6459,5.1865,0.146,0
212,69,5058,3.3835,0.1493,0
170,806,4018,8.2866,0.1555,4
427,429,2314,6.49,0.1282,3
277,806,3228,4.347,0.1368,1
466,5431,4134,6.3155,0.153,2
79,2198,6612,9.8803,0.1459,1
352,4575,983,2.6975,0.1697,1
298,2198,6359,4.1831,0.1611,3
578,897,6612,0.7209,0.1585,2
399,1909,1264,7.5542,0.1478,4
181,806,6612,3.708,0.1323,3
272,1909,4120,5.0095,0.1644,2
83,5515,7347,7.6004,0.1539,4
61,1909,6101,17.6785,0.1511,4
382,1103,4018,2.5398,0.1439,3
389,5431,6551,7.6981,0.1508,2
211,5431,2891,6.572,0.1373,4
207,69,7607,4.408,0.1377,2
367,5515,3951,2.5825,0.14,1
255,429,4501,3.5383,0.149,3
458,5515,6612,6.7205,0.1487,3
457,2198,5135,3.504,0.1493,1
245,429,4227,31.066,0.1694,4
172,2198,4840,7.8502,0.1568,2
134,5515,3229,14.4105,0.1359,0
143,429,7607,9.1807,0.152,2
244,2198,2915,5.4578,0.1656,2
425,429,6459,5.0543,0.1484,2
434,2198,910,6.4806,0.1275,4
252,5431,6612,7.1019,0.1337,4
86,4576,5115,1.8819,0.1342,3
150,429,3237,6.991,0.1401,2
481,4575,1651,3.5049,0.1372,1
309,1909,7402,6.3916,0.1532,4
163,1909,7117,5.3935,0.1602,0
51,5515,5376,2.4253,0.1669,3
597,2540,1667,1.9587,0.184,0
43,5431,6612,8.1277,0.1348,1
412,1909,1264,15.4346,0.1357,3
664,7126,3619,0.4152,0.1092,0
291,4415,4499,2.7364,0.1531,2
488,5515,5500,3.6536,0.158,1
64,429,3227,2.9284,0.1475,2
424,5515,3451,0.5884,0.1477,0
293,69,5257,3.9197,0.1816,1
149,69,1199,11.8567,0.1433,3
412,5431,3229,17.8465,0.1342,3
160,609,1190,1.3462,0.1647,1
50,1909,256,7.0406,0.1513,0
210,69,2389,6.048,0.1374,4
121,69,7402,6.866,0.1448,2
57,5515,2314,2.4437,0.1707,4
352,5431,5129,3.351,0.1639,1
222,5431,6612,15.0342,0.1512,3
575,3216,1814,0.4316,0.1808,1
282,69,3237,5.5053,0.1364,3
287,2198,7342,6.0809,0.1753,1
130,5431,4122,14.2884,0.1353,2
253,5515,6612,6.4471,0.1329,1
327,429,3041,1.7032,0.1562,4
453,5431,4134,6.9061,0.1463,2
262,1909,4840,4.0541,0.1355,0
73,1909,6359,6.5629,0.1599,4
580,3541,6043,0.5481,0.1825,0
94,5431,1119,13.0075,0.144,2
427,2198,4122,5.4953,0.1292,3
690,5514,4134,0.9396,0.1292,1
497,5431,2456,1.2441,0.1644,0
666,69,2315,1.0187,0.1333,0
275,3874,27,2.4474,0.1307,1
192,429,3411,12.5515,0.156,0
451,1909,6101,3.0209,0.1591,4
95,2198,5376,2.3747,0.148,0
157,806,4121,2.0193,0.136,3
440,2198,6612,6.199,0.1488,0
134,5431,3237,15.4341,0.1353,0
454,5431,4122,5.274,0.1389,2
583,897,4018,1.9028,0.1667,0
446,4628,4840,5.4936,0.1542,0
113,1909,209,15.2264,0.1383,2
295,429,2249,5.8909,0.155,0
202,5431,6612,6.8207,0.1456,2
197,5515,6359,11.0484,0.1592,0
354,69,221,5.3968,0.181,1
82,897,3343,0.9665,0.1474,4
23,429,910,7.9847,0.1398,2
406,429,4122,6.7488,0.1189,0
86,7061,1041,1.9342,0.1332,3
374,1909,1199,8.1174,0.1367,1
416,5431,910,8.4383,0.1682,0
364,429,4121,3.1714,0.1308,1
291,69,6979,3.089,0.1524,2
178,5431,983,2.2119,0.1434,3
625,5515,4134,1.4537,0.1385,4
484,429,5268,3.7971,0.1782,2
231,1909,2314,4.5427,0.1291,2
271,429,3228,4.5249,0.139,0
32,2198,4840,8.0082,0.1347,0
524,4415,5375,1.0552,0.1929,0
431,5431,6101,5.3739,0.1428,4
475,429,983,4.7221,0.139,3
472,806,4501,3.1101,0.134,3
139,2198,6612,11.619,0.1442,0
315,429,3237,12.0562,0.1353,1
348,69,3941,5.0051,0.1676,0
158,69,4817,3.8332,0.1578,1
14,2198,6612,7.781,0.1356,0
85,806,6239,6.8409,0.1548,1
293,1242,2915,2.3523,0.1818,1
526,5760,221,0.5599,0.1485,3
49,1909,1190,13.2784,0.1409,1
497,69,3451,1.226,0.1739,0
697,5362,7347,0.6453,0.1672,1
68,4628,4018,3.1625,0.1543,1
204,5431,6612,6.9376,0.138,3
624,4840,4137,0.4181,0.1668,2
186,1909,2356,15.1829,0.1753,1
49,5431,6101,15.1497,0.1384,1
444,5514,1390,2.6772,0.1485,0
247,69,35,10.569,0.1337,4
589,897,34,0.9562,0.1741,2
115,5431,4018,8.5834,0.1716,0
154,2198,892,5.186,0.1572,0
383,5515,6612,3.0851,0.1342,2
392,2198,5500,3.6047,0.1643,2
430,1909,7681,5.8278,0.1581,4
390,5431,6359,8.9623,0.1507,1
58,5431,6209,6.4232,0.1259,0
10,5515,3237,7.2327,0.141,4
88,429,6612,14.2653,0.1483,3
175,806,894,8.7851,0.1471,3
415,69,6612,9.5752,0.1381,1
37,5431,6209,6.581,0.1273,3
436,5431,6101,7.5125,0.1519,0
227,1909,6059,9.4502,0.1454,0
110,5431,3237,11.7584,0.1502,2
489,5431,2727,4.6218,0.1404,0
560,2540,6295,0.664,0.1649,2
55,1909,910,12.4733,0.1346,0
373,1909,6295,8.4691,0.1517,0
286,5515,1642,12.7796,0.1239,0
46,1909,5700,4.8733,0.1686,0
308,5431,6703,5.6803,0.1295,4
340,5760,6459,0.6301,0.1546,2
351,1909,4817,18.9607,0.1411,0
426,1909,6612,10.8971,0.1487,4
382,1902,1119,2.1196,0.1505,3
124,5514,6612,3.0137,0.1429,4
493,2198,3947,2.867,0.1439,1
161,2198,4121,0.9431,0.1451,4
463,1909,1190,20.6235,0.1527,2
391,5431,6612,5.4374,0.1269,1
335,5431,6101,11.0631,0.1415,1
272,5431,256,5.8093,0.1613,2
322,5515,5257,3.4519,0.1761,1
102,2198,6612,5.213,0.1476,1
492,429,1642,9.5067,0.1497,4
251,2540,4122,2.2242,0.1511,3
681,4415,5500,0.6693,0.1854,3
440,429,4134,6.9956,0.148,0
408,5431,4122,6.8187,0.1236,3
201,429,6703,3.9146,0.1465,1
131,429,3237,21.6208,0.1523,0
144,4628,4000,1.7094,0.1322,0
118,5515,674,6.0252,0.1471,3
121,1909,6101,7.0411,0.1432,2
231,5431,4122,4.4488,0.1301,2
313,3307,4901,0.4573,0.1927,2
234,429,4122,19.6292,0.1456,2
353,429,6612,11.9863,0.142,2
595,3940,5118,0.538,0.1751,4
431,5515,7402,4.883,0.1443,4
206,5515,6459,4.6878,0.1182,3
638,5802,5510,0.5434,0.146,2
425,2198,3947,4.8831,0.1512,2
122,5431,2727,2.2709,0.1493,1
583,4415,7347,2.4324,0.1659,0
151,429,6612,9.4817,0.1454,4
438,5515,1651,3.1305,0.1639,1
238,5431,3237,16.0447,0.1518,3
509,5434,4122,1.035,0.1299,3
355,5431,2668,8.4109,0.1665,2
236,1909,6612,6.882,0.1293,2
398,429,20,3.1776,0.1682,1
366,1909,1642,13.0041,0.1566,2
574,27,983,0.3812,0.1445,3
407,69,5128,3.1421,0.1313,4
541,1623,2597,0.4145,0.1957,4
56,1909,1190,23.3708,0.1519,4
191,1909,3237,8.348,0.1196,4
35,5431,4122,23.8819,0.1348,2
373,806,87,5.1323,0.1578,0
379,5431,6612,3.4426,0.148,3
198,429,3237,18.2766,0.1639,0
215,5515,1059,7.3328,0.1571,2
658,6320,3307,0.41,0.1514,1
169,1909,2129,16.068,0.1734,0
538,1409,5760,0.4627,0.1586,2
220,806,6612,3.8035,0.139,1
364,2198,4134,2.5381,0.1356,1
697,5361,2490,0.635,0.1714,1
323,429,983,4.8699,0.1433,1
347,5431,3008,25.9831,0.1363,4
575,664,3411,0.7953,0.1734,1
62,5431,6359,10.0347,0.1536,4
171,5431,6101,14.1972,0.144,2
80,5431,3404,8.5242,0.1559,2
465,4575,4122,2.0087,0.1339,4
303,4575,4137,1.4823,0.1492,1
103,429,6612,6.5569,0.1441,1
535,7303,113,0.3148,0.1873,0
489,5515,959,4.5201,0.1412,0
71,429,3411,8.6717,0.1457,3
414,1902,4840,0.7774,0.163,0
25,1909,6101,16.9373,0.1413,4
316,5431,1041,3.9001,0.1346,0
415,5515,7104,9.4462,0.1406,1
300,429,3237,12.4601,0.1391,1
483,429,14,1.1878,0.1701,0
123,4575,4840,5.4181,0.1423,0
446,429,6612,9.6905,0.1525,0
50,2198,2668,7.1988,0.1501,0
387,429,4121,3.9712,0.1245,1
422,1909,6612,4.3878,0.129,0
342,5431,3229,12.2091,0.134,2
228,5431,3237,11.9929,0.1438,1
428,5431,1650,4.1247,0.1391,2
294,69,6101,4.6853,0.1323,0
42,4415,6612,1.9764,0.1453,4
396,5431,6612,5.4979,0.137,2
205,1909,1222,21.5211,0.1455,3
320,5431,4074,4.413,0.1814,4
350,5515,6612,7.8716,0.1371,4
30,5515,2602,2.1498,0.1513,1
76,3945,5377,1.297,0.1803,2
203,1909,1642,7.3924,0.1352,3
