herb,positive_target,negative_target,positive_score,negative_score,fold
551,1103,6101,1.0008,0.1531,4
625,1909,902,1.3707,0.1398,2
201,2198,2314,3.6894,0.1533,3
370,5431,3237,3.9658,0.1424,1
459,5515,6612,6.2179,0.1526,3
297,5514,7347,9.7165,0.1451,2
274,664,4018,1.9491,0.1508,1
78,1909,6612,5.5451,0.1415,0
422,4575,910,3.7736,0.1318,4
395,806,6459,2.226,0.1366,0
22,2198,6101,5.8565,0.1598,3
446,806,35,4.8518,0.1579,4
31,5431,1222,16.1886,0.1382,3
28,1909,6101,4.0751,0.1571,4
50,2198,2668,7.1988,0.1501,4
288,2540,3215,13.4004,0.1592,3
138,5514,6765,4.8563,0.1717,4
209,5515,4122,13.0982,0.1473,3
163,5515,7607,5.4494,0.1588,4
384,4575,6703,3.244,0.1412,4
418,4628,20,2.5002,0.1733,3
263,429,6552,8.5932,0.1365,2
234,429,4122,19.6292,0.1456,2
377,429,6459,4.7763,0.1253,4
101,1909,620,4.9764,0.1471,3
324,5431,4840,5.8863,0.1502,2
227,5515,1190,9.4591,0.1378,2
143,806,7117,8.6708,0.1533,1
189,4628,4122,7.0167,0.149,2
110,69,1264,8.1369,0.1525,3
154,5515,256,4.6424,0.1624,3
119,5515,6459,4.9502,0.1554,4
278,7061,2862,0.9482,0.1481,4
419,2540,2129,17.4662,0.1685,4
675,897,5073,0.7371,0.1654,2
191,1909,3237,8.348,0.1196,2
623,806,3237,2.0442,0.1497,0
151,2198,910,9.3235,0.1485,3
332,1909,6442,15.0293,0.1684,1
214,5431,3008,35.569,0.1516,4
84,69,392,7.2698,0.1538,1
162,69,4817,7.151,0.1533,4
236,2198,35,5.0519,0.1338,3
335,5515,3404,8.6762,0.1435,0
396,429,910,5.2235,0.1399,0
296,5270,4122,1.5539,0.1432,1
112,5431,3149,15.2252,0.131,2
304,5515,4817,4.4719,0.1524,1
432,429,6459,3.025,0.1378,1
93,5515,3952,13.1847,0.1627,1
371,5431,4120,4.1095,0.1541,3
379,5431,6612,3.4426,0.148,1
134,1909,1190,14.0111,0.1416,4
445,2198,6612,11.3622,0.1397,0
673,5760,1300,0.7506,0.1678,0
326,429,3344,2.7198,0.1627,3
195,2198,553,8.5838,0.1587,0
77,5515,6612,8.5868,0.146,0
291,69,6979,3.089,0.1524,4
114,5431,248,4.9946,0.1319,2
415,1909,4203,8.4919,0.141,1
321,806,4001,3.3687,0.1496,1
414,1909,902,0.7476,0.1633,4
438,5515,1651,3.1305,0.1639,1
347,5515,2174,20.6733,0.1383,2
259,4575,1734,4.4029,0.1683,1
316,5515,6101,3.3454,0.147,2
48,5431,163,7.4506,0.1516,3
96,5514,3917,3.7423,0.1459,2
177,5515,3227,2.8605,0.1157,0
112,1909,3237,15.9452,0.1262,2
480,2198,1199,6.5834,0.1392,4
232,5515,5268,3.2364,0.1358,3
45,5514,6359,5.0065,0.1622,3
291,5514,983,2.6286,0.1539,4
61,69,7402,15.4495,0.1528,4
49,5431,6101,15.1497,0.1384,1
159,1909,910,8.1932,0.1302,2
117,806,6209,4.8644,0.1347,0
387,429,4121,3.9712,0.1245,3
138,1909,553,5.3643,0.1702,4
212,69,5058,3.3835,0.1493,1
238,429,3008,12.2346,0.161,1
357,806,3008,14.2892,0.1486,3
444,4575,6359,2.5629,0.1503,3
464,5431,6612,1.1156,0.1496,4
457,5515,6552,3.2106,0.1532,3
254,429,6209,3.4679,0.1341,1
227,1909,6059,9.4502,0.1454,2
160,5270,6359,1.8592,0.1635,2
370,806,6612,5.0923,0.1377,1
690,244,6209,0.589,0.1323,0
472,5515,4121,3.0586,0.1368,1
149,69,1199,11.8567,0.1433,0
430,5515,892,5.3965,0.1582,1
52,5431,5268,5.6901,0.1512,3
136,5431,7132,10.2396,0.1613,4
89,1103,1642,2.43,0.1363,1
278,4629,3805,1.6704,0.1451,4
302,2540,1300,10.3855,0.1571,3
17,429,5500,3.2641,0.1679,1
45,69,3344,5.8711,0.1621,3
34,2198,3237,9.3784,0.1414,1
303,1909,2042,1.3635,0.1605,4
252,1909,910,6.6481,0.1366,3
372,4575,4840,3.4974,0.1413,3
340,897,1642,0.5693,0.1548,1
475,806,2727,1.6084,0.1426,2
625,4575,5271,1.4468,0.1391,2
60,2198,6459,4.2379,0.1272,1
210,806,6459,3.9682,0.1413,3
61,2198,1190,12.7517,0.1538,4
4,5431,6612,6.7095,0.1486,0
29,5431,4122,7.9195,0.1336,3
347,69,4535,17.6484,0.1388,2
399,2198,1222,7.1045,0.15,1
59,1902,3343,7.8052,0.1442,2
227,2198,1615,8.5182,0.1503,2
468,5081,388,10.3366,0.136,3
278,7509,624,1.0689,0.1455,4
17,1243,1787,1.4694,0.1741,1
673,7061,1222,1.2794,0.1601,0
300,4628,7118,5.708,0.1493,3
623,3945,3229,1.7643,0.1503,0
489,69,956,3.8172,0.1465,2
78,69,910,4.4231,0.1445,0
438,5431,1117,2.4248,0.1682,1
148,966,6900,2.3098,0.1485,0
205,806,3008,16.9383,0.1498,4
461,5515,4122,4.921,0.1321,1
228,69,720,11.3445,0.1479,3
46,1909,5700,4.8733,0.1686,0
145,69,4242,6.7995,0.1653,4
224,429,4122,9.1581,0.1418,1
237,4575,720,7.2232,0.1459,0
338,5431,6612,3.4022,0.1345,1
332,69,6359,13.5289,0.1688,1
599,5270,20,1.705,0.1622,2
257,69,3229,7.457,0.1553,2
147,5515,6209,6.4708,0.1253,4
160,5760,3229,0.9085,0.1703,2
432,806,6612,3.2331,0.1366,1
479,429,959,2.6343,0.1381,4
46,2540,1642,4.5704,0.1694,0
25,69,4817,16.273,0.1442,0
460,69,6612,3.4099,0.148,3
217,429,6209,7.1774,0.1278,2
333,69,35,5.3518,0.1478,3
434,429,3237,6.1564,0.1291,4
257,5431,5622,13.2681,0.1541,2
362,5431,4122,12.0372,0.1553,4
289,1909,3237,6.0652,0.141,3
45,5431,4817,7.0273,0.1553,3
131,429,3237,21.6208,0.1523,1
377,5515,620,4.6212,0.1263,4
166,5431,3237,13.7272,0.1315,0
381,5431,7006,6.1874,0.161,3
134,69,6101,14.144,0.1392,4
26,1909,4732,10.2765,0.1724,1
376,5514,910,5.0939,0.1284,2
331,2198,6612,2.684,0.1373,0
220,429,5268,3.6905,0.1413,0
352,966,2727,1.5701,0.1739,0
427,2198,4122,5.4953,0.1292,0
37,2540,6459,3.1394,0.1307,4
338,1103,6209,3.0936,0.137,1
490,2540,3952,15.3123,0.15,1
80,5431,3404,8.5242,0.1559,4
477,5431,910,10.2478,0.1556,4
229,1909,2604,3.4604,0.1571,2
195,4628,2471,3.8892,0.1663,0
94,1909,392,9.8329,0.1522,3
200,5431,3228,5.1635,0.1344,4
611,537,7520,0.6015,0.1689,4
472,429,4137,3.1863,0.1245,1
462,429,7272,5.024,0.1595,4
435,2540,5769,14.0515,0.1724,0
389,1909,7402,5.4116,0.1633,0
265,5431,3228,6.8819,0.1309,4
427,5515,3343,4.1203,0.1433,0
463,5431,7402,21.4153,0.1517,3
114,429,2314,7.1513,0.1272,2
152,1909,6612,6.2611,0.1377,3
75,5515,7402,18.0472,0.1502,3
72,806,4840,3.0077,0.1504,2
263,1909,3229,8.7228,0.1294,2
30,69,4505,2.0157,0.1529,1
249,429,6612,7.9769,0.1404,3
109,5431,6612,5.2117,0.1514,2
457,429,2456,3.5155,0.1426,3
103,2198,4840,5.5349,0.1457,0
142,2198,910,3.1403,0.1367,1
440,429,4134,6.9956,0.148,4
310,1909,4817,5.4022,0.1435,3
303,429,4130,1.4304,0.1589,4
307,429,983,5.9381,0.1344,0
133,4415,2389,2.0899,0.1714,0
148,429,3227,5.5167,0.1454,0
112,806,3008,15.086,0.1338,2
549,5514,7055,1.0861,0.1243,2
429,5431,4122,16.1234,0.1424,3
468,429,1222,13.1291,0.1356,3
137,4575,7118,9.1119,0.1446,3
450,1909,3228,6.3218,0.1355,0
82,3451,987,0.8166,0.1548,2
233,429,2314,3.6754,0.1617,1
341,5515,4730,4.1435,0.1429,0
349,5515,3237,14.8909,0.1338,4
427,429,2314,6.49,0.1282,0
512,1902,1140,1.2019,0.1569,2
297,5431,6101,15.4962,0.1365,2
256,1909,3228,5.0157,0.1347,2
353,2198,3237,7.6315,0.1468,0
49,1909,1190,13.2784,0.1409,1
156,5515,221,4.2989,0.1497,4
273,5515,5696,24.7423,0.1709,4
297,1909,1190,10.7251,0.1388,2
64,966,163,1.3208,0.1568,3
348,2199,6584,3.8218,0.1708,4
24,429,5135,6.0079,0.1456,0
67,1909,1059,8.19,0.1402,0
368,5515,4840,5.5445,0.1349,4
295,5515,2784,2.662,0.1584,0
26,5515,5302,9.4721,0.1733,1
21,5515,3343,4.9072,0.1568,2
309,5431,6101,8.4194,0.1516,1
2,806,4241,6.1237,0.1523,1
675,3874,617,1.0313,0.163,2
375,5515,6612,5.1278,0.1444,1
100,69,3229,2.9141,0.1424,1
466,806,4840,5.2214,0.1555,3
255,1909,2456,2.2061,0.1554,0
6,1909,7402,13.4502,0.1495,2
399,5514,1300,6.2836,0.1571,1
467,2540,4817,15.1969,0.1376,3
473,429,6612,8.0385,0.1481,2
193,1909,4840,7.5193,0.1423,2
378,806,4137,1.0266,0.1591,1
84,5515,6101,9.4318,0.1465,1
207,2540,4001,1.7924,0.1416,4
33,1909,3237,9.5567,0.1387,3
133,664,3145,2.0062,0.1718,0
415,69,6612,9.5752,0.1381,1
551,4575,6906,0.9923,0.1559,4
126,69,1190,7.7024,0.1505,4
197,5515,6359,11.0484,0.1592,1
385,69,248,6.0566,0.1485,0
478,5431,6459,3.784,0.1443,1
97,1909,3237,6.3663,0.1483,0
268,5515,4001,7.8939,0.1346,0
128,806,6459,3.6237,0.1452,4
306,5431,4122,25.7598,0.138,0
306,5515,2174,14.796,0.1488,0
376,5515,6612,6.0296,0.1257,2
203,1909,1642,7.3924,0.1352,2
171,69,1190,9.3767,0.1465,3
611,1623,3734,0.5685,0.175,4
302,1242,3952,6.4755,0.1586,3
312,2540,3145,3.6272,0.1609,4
357,5431,4122,18.7382,0.1325,3
323,2198,2727,5.1044,0.1375,2
175,5515,3885,8.1922,0.1498,2
301,1902,3252,1.5794,0.1644,2
95,5515,4501,2.2111,0.1527,1
373,5515,4736,4.8372,0.1588,1
411,5431,1650,2.4608,0.1409,1
455,806,1222,13.9914,0.146,2
284,69,4840,9.0317,0.1354,4
333,4628,3237,7.6201,0.1477,3
409,5431,7402,12.2501,0.1586,2
262,1909,4840,4.0541,0.1355,4
445,4575,844,10.2749,0.1431,0
346,4575,1264,7.2876,0.1365,2
7,806,256,3.1487,0.1564,1
477,1909,6612,10.81,0.1524,4
71,4575,6870,6.5528,0.1588,0
72,4575,6209,2.6675,0.1516,2
267,429,720,8.481,0.1468,0
28,4415,5118,2.9038,0.1588,4
463,2198,6359,17.255,0.1626,3
371,5514,4817,2.9885,0.1609,3
214,2540,6359,21.2073,0.1608,4
125,1103,19,1.9571,0.1368,1
393,806,3952,5.0026,0.1661,4
156,429,6979,4.4667,0.1486,4
195,1909,2915,3.5252,0.1733,0
92,2198,4125,2.6331,0.1496,1
351,5431,3411,18.0313,0.1434,1
201,5431,2389,2.7899,0.1561,3
258,5515,4730,3.0482,0.1334,3
271,806,1642,3.6717,0.1411,2
410,5270,4018,2.343,0.1645,0
152,2540,910,5.3364,0.1407,3
331,806,910,2.3565,0.1403,0
551,1909,4134,1.4051,0.1512,4
387,5431,6612,2.9173,0.1298,3
472,806,4501,3.1101,0.134,1
434,2198,910,6.4806,0.1275,4
468,5431,3237,13.9574,0.1316,3
108,1244,5375,1.5968,0.1744,0
250,69,3404,3.6441,0.1728,0
416,69,3237,8.3221,0.1703,1
181,806,6612,3.708,0.1323,0
143,429,620,9.1807,0.152,1
437,4628,702,1.5848,0.1469,0
281,5515,644,7.3573,0.1531,3
456,5515,6612,13.709,0.1504,1
136,69,7681,7.1855,0.1655,4
512,4415,3227,1.3832,0.1545,2
371,1909,6101,3.9608,0.1577,3
247,5431,3237,12.3287,0.1336,4
431,69,1190,4.4963,0.1453,3
161,4575,4137,0.8797,0.1464,0
432,2198,5268,2.7935,0.1388,1
174,1909,6209,2.6899,0.1248,0
467,69,1642,20.1225,0.1365,3
277,1902,1199,2.488,0.1404,1
191,5431,6612,8.8508,0.1156,2
222,2198,910,12.6996,0.1545,1
241,2198,6612,4.028,0.1457,3
205,1909,5269,21.5211,0.1455,4
412,5431,3229,17.8465,0.1342,2
490,1909,1190,24.0671,0.1437,1
251,5021,5500,1.1581,0.1574,4
194,2198,4840,3.3513,0.1569,1
204,429,1222,6.1284,0.1471,0
429,5515,3237,13.8218,0.1426,3
481,4575,1651,3.5049,0.1372,0
406,5515,3952,3.6063,0.1313,3
273,429,6359,27.5531,0.1641,4
429,1909,6612,17.0314,0.1379,3
583,4415,7347,2.4324,0.1659,3
222,5431,6612,15.0342,0.1512,1
247,5515,3229,9.5614,0.1342,4
434,1909,35,5.5835,0.1292,4
276,1909,4840,4.7194,0.1443,4
327,4628,14,2.4321,0.1521,3
305,2540,7117,7.9639,0.1662,3
446,1909,3237,5.1751,0.1577,4
299,4628,2314,1.4849,0.149,2
3,5515,6209,5.9684,0.1394,3
16,5514,2490,5.0234,0.1701,2
68,5270,6359,1.741,0.1597,1
12,806,3951,5.8233,0.1338,3
637,2532,4406,0.6157,0.1711,2
17,4415,1390,1.6621,0.1705,1
444,5515,5500,2.6853,0.1463,3
390,5431,6359,8.9623,0.1507,3
235,4415,1650,1.3473,0.1476,3
388,1582,7502,0.9555,0.1368,1
134,2198,3411,11.7071,0.143,4
187,1909,6209,8.4862,0.1611,4
1,69,3008,15.7027,0.1399,2
4,5515,4840,5.6148,0.1502,0
472,1103,7509,3.0694,0.1349,1
464,806,2314,1.1172,0.1493,4
226,69,6101,4.7396,0.1379,4
58,2540,4001,5.3676,0.1313,4
368,2198,6612,5.6386,0.1335,4
430,1909,7681,5.8278,0.1581,1
315,1909,5269,9.9948,0.1394,0
479,1909,983,2.6023,0.1389,4
332,4415,1636,9.6876,0.1717,1
363,69,7004,28.0789,0.1714,4
21,5431,4122,5.817,0.1413,2
327,5431,20,1.5929,0.1629,3
342,1909,1222,11.19,0.1375,4
305,5515,901,7.7934,0.1681,3
60,806,3228,5.3972,0.1255,1
180,2198,1264,9.0602,0.1449,2
381,1909,2356,5.148,0.1668,3
180,5431,3229,10.6115,0.1433,2
121,2198,6388,5.8373,0.1509,3
283,5515,702,2.9017,0.1371,4
121,1909,6101,7.0411,0.1432,3
120,5431,6101,15.7002,0.1509,1
274,69,1199,5.2458,0.1443,1
656,4415,6359,0.5928,0.1696,3
70,69,720,5.01,0.1415,1
346,69,1222,6.581,0.1385,2
378,1103,1651,1.5071,0.1563,1
118,1909,7408,5.1859,0.1546,4
286,5515,1642,12.7796,0.1239,0
485,3874,4499,4.181,0.165,1
97,5515,3404,6.6397,0.1473,0
305,2198,5257,7.6669,0.1684,3
405,2198,3237,8.921,0.1394,2
612,69,2720,3.0964,0.1578,2
443,5515,6612,3.938,0.1445,0
216,5515,983,2.8485,0.1429,2
335,429,1190,7.2725,0.144,0
161,2198,4121,0.9431,0.1451,0
279,5431,1642,3.3591,0.1361,0
463,69,7004,18.6666,0.1589,3
279,429,3228,5.4567,0.1341,0
270,69,720,15.0802,0.1482,1
118,429,2459,5.725,0.1495,4
230,69,1577,10.4179,0.1438,0
350,5431,35,7.1274,0.1419,3
314,2198,2604,5.5937,0.1587,2
73,1103,147,4.8496,0.1689,1
149,5515,4840,11.4718,0.1441,0
220,806,6612,3.8035,0.139,0
44,5431,6309,0.9677,0.1479,2
326,5515,3951,3.9621,0.1567,3
63,1909,392,10.6688,0.1579,2
362,1909,4013,8.6542,0.1648,4
386,5515,1199,7.3617,0.1622,1
239,3945,3451,0.8175,0.1495,4
316,5431,1041,3.9001,0.1346,2
275,5431,3404,9.4298,0.125,0
137,5431,3237,15.2124,0.1347,3
219,5431,221,3.6853,0.1278,4
77,806,3237,7.7949,0.151,0
493,429,6979,4.2772,0.1426,1
134,5431,3237,15.4341,0.1353,4
38,5515,6612,8.38,0.1304,1
114,2198,4018,6.4037,0.1306,2
469,3874,7347,1.2994,0.1516,3
190,4575,14,1.4989,0.1627,3
149,1909,6612,11.8663,0.1425,0
176,2540,3229,8.3135,0.1354,2
404,4575,4134,2.2031,0.1303,3
471,429,4134,4.6705,0.1335,3
382,6428,392,1.2703,0.159,4
122,806,959,2.0527,0.1502,1
238,5431,3237,16.0447,0.1518,1
360,806,3266,7.6809,0.1704,0
24,5515,2668,5.6672,0.1516,0
485,5431,87,6.4232,0.1626,1
290,5431,1190,4.0328,0.129,0
412,1909,1264,15.4346,0.1357,2
256,5515,20,4.7618,0.1364,2
256,5431,6209,6.1803,0.133,2
219,5515,6164,3.1134,0.1356,4
405,5431,4840,10.8702,0.1363,2
163,2540,6552,4.5554,0.1637,4
344,429,1222,15.2646,0.1459,0
447,4575,6459,4.0365,0.1467,3
325,1909,3237,15.1282,0.1463,3
450,4575,4001,5.311,0.1396,0
462,1909,1390,3.4069,0.1624,4
32,2198,4840,8.0082,0.1347,3
272,2198,7347,4.4921,0.1704,3
105,2540,1264,9.2086,0.1516,3
132,69,6101,7.9556,0.1379,3
224,5431,3229,6.2626,0.1523,1
5,5514,6552,3.2849,0.1616,3
133,1902,4120,2.0863,0.1716,0
294,1909,910,4.3997,0.1325,2
356,4575,3237,3.961,0.145,4
249,5431,3952,4.4114,0.145,3
34,429,910,9.48,0.1397,1
47,4575,35,3.1981,0.1386,3
85,1909,5302,4.5917,0.1647,1
82,897,3343,0.9665,0.1474,2
485,155,1226,2.7022,0.1712,1
419,5431,6359,21.2055,0.1649,4
183,1909,620,4.1138,0.1317,3
79,2198,6612,9.8803,0.1459,2
206,4575,7607,4.2209,0.1231,4
307,1909,2727,2.6926,0.1378,0
530,5087,4583,0.5968,0.1657,3
415,5515,7104,9.4462,0.1406,1
187,5515,35,6.4416,0.1637,4
150,1909,6128,6.4512,0.1448,3
375,1909,6459,5.0459,0.1459,1
81,1103,910,1.7329,0.1397,1
469,3910,4973,1.0126,0.1534,3
139,429,4840,11.6147,0.1457,2
106,1103,6101,3.2773,0.1593,4
222,5515,3237,12.4948,0.1564,1
389,5515,4018,6.2377,0.1576,0
172,5081,3229,4.1509,0.1611,1
89,897,3237,1.9567,0.1367,1
363,2540,5405,23.1024,0.172,4
38,4575,1264,6.269,0.1369,1
224,806,720,4.6747,0.156,1
378,4575,4121,1.0481,0.1585,1
381,5515,1662,5.4371,0.1664,3
438,2198,3954,2.4753,0.1662,1
214,69,4535,26.6601,0.1543,4
401,4415,6209,2.9336,0.1379,3
299,2198,6703,3.7673,0.1424,2
83,4575,6885,6.0851,0.1603,3
372,5515,5268,3.3911,0.1421,3
361,2540,17,6.082,0.1638,3
23,429,910,7.9847,0.1398,1
409,5515,256,11.1393,0.1591,2
415,2198,4667,8.3138,0.1424,1
206,5515,6459,4.6878,0.1182,4
330,5431,2314,5.0495,0.1493,4
443,806,6459,3.4669,0.1507,0
149,5431,910,11.1399,0.1456,0
6,5431,6101,13.8081,0.1478,2
389,5431,6551,7.6981,0.1508,0
466,4575,910,4.8325,0.1571,3
270,5431,3229,15.8145,0.1447,1
114,69,1119,3.4692,0.1366,2
412,69,1222,14.6468,0.1378,2
295,5081,983,1.4412,0.1599,0
362,4575,6359,7.1502,0.165,4
300,429,3237,12.4601,0.1391,3
348,69,3941,5.0051,0.1676,4
273,69,1300,27.6426,0.1605,4
352,1103,3229,2.1733,0.1704,0
399,1909,1264,7.5542,0.1478,1
403,5431,6612,2.5912,0.1378,3
480,5515,6209,7.2243,0.1338,4
455,5515,1190,17.1958,0.1438,2
391,429,35,4.852,0.1313,0
336,1909,4817,11.5675,0.1341,2
374,2198,3237,7.5446,0.142,2
409,1909,6101,14.0251,0.1569,2
113,806,2088,11.6427,0.1523,4
289,5515,35,5.8169,0.1411,3
461,5431,967,7.7012,0.1289,1
309,5515,4817,5.085,0.1546,1
275,5434,2129,2.3253,0.1328,0
437,429,4501,2.6683,0.142,0
207,1242,4051,1.7178,0.1441,4
139,1909,3237,10.2605,0.1491,2
139,2198,6612,11.619,0.1442,2
189,1909,2389,5.8727,0.1505,2
193,5515,2314,6.6256,0.143,2
387,2198,1651,4.3329,0.1208,3
364,2198,4134,2.5381,0.1356,2
479,5515,2727,2.8394,0.1312,4
458,429,1264,5.4422,0.1562,0
407,69,5128,3.1421,0.1313,3
219,806,1642,2.1977,0.1403,4
109,1909,4840,4.5505,0.153,2
458,2198,423,6.5693,0.1506,0
192,1909,1222,11.2151,0.166,3
33,806,35,8.9924,0.1388,3
28,5270,14,3.6807,0.1572,4
157,806,4121,2.0193,0.136,4
391,5431,6612,5.4374,0.1269,0
10,429,1264,6.9397,0.1432,1
675,6170,3941,0.6095,0.166,2
510,5514,3237,1.6138,0.1482,2
314,5515,6388,5.0267,0.1599,2
416,2540,3229,5.3953,0.1711,1
102,2198,6612,5.213,0.1476,0
312,5431,1390,6.1376,0.1502,4
427,4415,3952,4.1453,0.1426,0
356,5515,6612,4.468,0.1403,4
612,6042,4591,1.6829,0.1646,2
68,897,1222,1.6871,0.1636,1
87,2198,6552,3.3686,0.1581,2
147,806,910,5.8594,0.1256,4
381,2540,4492,4.5024,0.1674,3
65,5514,6612,4.1619,0.1518,2
20,1909,7347,9.9565,0.1455,1
318,69,584,16.5846,0.1693,3
141,5431,1222,15.0496,0.1316,4
345,806,5268,2.8068,0.1415,3
296,2812,6209,1.044,0.1478,1
194,69,4134,4.2913,0.1544,1
35,5431,4122,23.8819,0.1348,4
251,1243,6635,1.5232,0.1568,4
399,5515,7117,8.1315,0.1458,1
35,1909,3952,21.3481,0.1488,4
430,5431,1056,6.727,0.1549,1
464,429,2315,1.177,0.1454,4
338,5515,6703,3.6693,0.1315,1
361,5431,3404,8.2372,0.1455,3
437,5021,2315,0.5869,0.149,0
285,806,3145,10.2793,0.12,1
237,1909,3237,9.7732,0.1418,0
450,5515,1199,6.1976,0.1392,0
232,4575,910,3.1287,0.1364,3
492,1909,1199,6.0469,0.1514,0
416,1909,35,7.9644,0.1705,1
79,2540,910,7.1902,0.149,2
327,429,3041,1.7032,0.1562,3
256,2198,6459,4.7208,0.1366,2
383,2198,20,3.9175,0.1326,4
368,5431,6209,5.5358,0.136,4
75,5431,6101,19.1864,0.1486,3
78,5514,3229,3.2052,0.1469,0
141,5515,3008,14.4048,0.1354,4
251,2540,4122,2.2242,0.1511,4
26,4575,5440,8.7819,0.174,1
88,5515,3237,10.0966,0.1533,1
367,1103,6703,2.5239,0.1427,0
0,429,5269,11.0052,0.1668,4
253,1909,910,6.0569,0.1358,3
89,3911,35,1.6818,0.1368,1
252,5431,6612,7.1019,0.1337,3
283,5514,2314,2.7473,0.1427,4
14,429,4840,6.8402,0.1371,1
65,69,1022,3.8808,0.1547,2
286,2198,3237,10.1222,0.1319,0
166,2198,6765,10.2627,0.1396,0
166,806,3008,10.9132,0.1395,0
114,2540,1059,3.4959,0.1358,2
429,69,35,13.8082,0.1427,3
578,4492,3237,0.5965,0.1639,2
48,1902,1880,3.1682,0.1561,3
430,429,2371,4.8047,0.1592,1
103,1103,910,3.1875,0.1472,0
178,179,2727,1.6641,0.147,2
142,429,6612,3.2533,0.1338,1
25,1909,6101,16.9373,0.1413,0
118,806,2129,4.6901,0.155,4
459,1909,5268,5.6305,0.1551,3
90,1909,1222,12.0372,0.1526,1
457,69,553,2.9937,0.1609,3
267,1909,3229,9.1781,0.1433,0
491,5515,7075,7.9102,0.1456,4
49,69,6388,10.6757,0.1459,1
172,4628,3237,5.8622,0.1604,1
30,5515,2602,2.1498,0.1513,1
73,806,2163,5.7462,0.1618,1
444,5514,1390,2.6772,0.1485,3
382,174,1008,1.2377,0.1609,4
43,429,1264,6.8327,0.1415,0
201,1909,4134,2.8031,0.155,3
63,5431,6101,9.6996,0.1599,2
68,4628,4018,3.1625,0.1543,1
42,7061,35,1.1293,0.1503,3
84,1909,7402,8.8724,0.1481,1
192,429,3411,12.5515,0.156,3
210,5431,4122,6.1185,0.1359,3
167,2198,3149,7.1341,0.1432,1
337,429,3237,11.1262,0.1357,0
50,1909,256,7.0406,0.1513,4
29,2198,3228,6.7879,0.1383,3
75,1909,5629,18.6321,0.1499,3
10,2198,720,6.3862,0.145,1
211,2540,4122,3.2858,0.1404,1
454,429,624,3.744,0.1501,1
204,5515,910,6.877,0.141,0
181,429,910,3.5811,0.1352,0
88,1909,3229,10.0676,0.154,1
425,5081,2038,2.658,0.1607,0
439,1909,3951,7.2326,0.1363,3
549,897,3619,1.0209,0.1269,2
64,429,3227,2.9284,0.1475,3
407,1909,2995,3.0467,0.1321,3
493,5270,4130,2.5294,0.1556,1
248,5431,4122,4.915,0.159,4
388,664,6552,0.8878,0.1377,1
458,5515,6612,6.7205,0.1487,0
228,1909,6612,13.2471,0.139,3
393,5514,5500,2.8461,0.169,4
359,5515,7402,12.9197,0.1506,1
