herb,positive_target,negative_target,positive_score,negative_score,fold
124,806,4840,2.668,0.1444,4
45,5514,6359,5.0065,0.1622,1
49,1909,1190,13.2784,0.1409,3
303,5431,1569,1.4732,0.1585,1
228,5431,3237,11.9929,0.1438,1
430,1909,7681,5.8278,0.1581,0
467,1909,1190,19.4115,0.1372,3
430,5431,1056,6.727,0.1549,0
254,429,6209,3.4679,0.1341,4
220,429,5268,3.6905,0.1413,1
156,429,6979,4.4667,0.1486,1
130,5515,910,10.8235,0.1382,4
161,1909,7509,0.9229,0.146,4
135,5515,7402,12.9724,0.1501,4
380,806,1116,0.7597,0.1451,1
166,5431,3237,13.7272,0.1315,0
383,5515,6612,3.0851,0.1342,4
460,69,6612,3.4099,0.148,2
335,2198,4817,7.1855,0.1443,1
259,4575,1734,4.4029,0.1683,0
285,806,3145,10.2793,0.12,0
178,174,5058,1.5575,0.1471,2
404,5514,6612,2.198,0.131,4
268,5431,7607,8.7552,0.131,1
410,5270,4018,2.343,0.1645,0
226,5515,1190,4.0879,0.1403,2
21,5515,3343,4.9072,0.1568,0
178,5431,983,2.2119,0.1434,2
390,1909,7402,6.935,0.1532,1
42,4415,6612,1.9764,0.1453,3
5,4575,6359,3.396,0.1615,0
159,1909,910,8.1932,0.1302,2
9,806,959,3.6337,0.1476,1
109,1909,4840,4.5505,0.153,1
406,806,6459,3.6587,0.1298,3
151,5515,720,7.9722,0.1546,4
268,806,4018,6.0731,0.1375,1
473,2198,910,4.9429,0.1513,4
0,5515,3008,10.6975,0.1716,0
454,429,624,3.744,0.1501,2
451,2198,6906,2.4167,0.162,2
142,1909,4134,3.5017,0.1331,0
87,806,20,3.7587,0.1461,1
364,5515,6935,1.9283,0.1373,2
136,1909,2179,9.0992,0.1641,0
191,69,720,6.7967,0.123,2
222,5515,3237,12.4948,0.1564,1
344,2198,1642,15.6507,0.1413,0
248,5515,6295,4.4018,0.1612,2
118,5431,3404,6.2392,0.1459,0
181,429,910,3.5811,0.1352,2
448,1909,4840,8.0792,0.145,2
388,1582,7502,0.9555,0.1368,4
178,1909,4636,2.2866,0.1427,2
623,1909,910,2.2513,0.1478,0
310,806,1190,5.4609,0.1431,1
413,5270,1147,1.893,0.1394,4
369,806,4730,3.6292,0.1561,1
362,1909,4013,8.6542,0.1648,3
270,5431,3229,15.8145,0.1447,2
171,69,1190,9.3767,0.1465,2
139,5431,7117,9.7716,0.1494,3
35,69,5629,16.8466,0.1551,3
435,5431,4394,20.488,0.1621,0
72,5515,1651,3.2535,0.1385,4
271,806,1642,3.6717,0.1411,1
247,5514,1222,7.7281,0.1377,2
195,429,20,8.5757,0.1626,1
362,5431,4122,12.0372,0.1553,3
372,806,6209,3.2037,0.1424,0
308,2198,910,4.6798,0.1448,4
357,806,3008,14.2892,0.1486,4
230,69,1577,10.4179,0.1438,4
464,806,2314,1.1172,0.1493,4
26,429,7347,18.6394,0.1699,2
401,5515,910,2.6988,0.1382,1
84,69,392,7.2698,0.1538,1
412,69,1222,14.6468,0.1378,4
78,69,910,4.4231,0.1445,2
334,5515,910,5.4565,0.1419,1
55,69,1642,13.383,0.1343,0
16,1103,5257,3.5811,0.1732,0
132,69,6101,7.9556,0.1379,3
67,1909,1059,8.19,0.1402,4
479,1909,983,2.6023,0.1389,2
77,4575,5500,6.6378,0.1517,4
350,806,3237,7.7833,0.1417,1
310,1909,4817,5.4022,0.1435,1
206,4575,7607,4.2209,0.1231,3
416,2540,3229,5.3953,0.1711,0
213,3259,7117,1.2337,0.1713,0
368,2198,6612,5.6386,0.1335,3
403,5515,4501,2.9878,0.1272,2
446,1909,3237,5.1751,0.1577,4
138,5431,4018,5.9712,0.1577,1
81,5431,4134,2.6618,0.136,1
7,5515,2727,4.6193,0.1523,1
106,897,7253,1.6505,0.1656,3
46,2540,1642,4.5704,0.1694,0
132,5431,1190,6.4753,0.1403,3
371,5431,4120,4.1095,0.1541,3
151,429,6612,9.4817,0.1454,4
224,2198,6612,7.2813,0.1466,2
327,4575,27,1.5209,0.163,0
247,5431,3237,12.3287,0.1336,2
468,5081,388,10.3366,0.136,4
49,5515,4817,11.325,0.1412,3
189,1909,2389,5.8727,0.1505,2
652,4750,6676,0.5667,0.1222,0
427,4415,3952,4.1453,0.1426,3
336,69,1190,11.8676,0.1337,4
387,5515,4840,2.853,0.1312,1
460,4415,4840,2.9739,0.1496,2
370,806,6612,5.0923,0.1377,2
141,5515,3008,14.4048,0.1354,2
7,2198,553,4.7056,0.1492,1
151,2198,910,9.3235,0.1485,4
118,429,2459,5.725,0.1495,0
340,5760,6459,0.6301,0.1546,2
7,429,959,4.5709,0.1532,1
673,664,2174,0.895,0.1672,3
20,1909,7347,9.9565,0.1455,4
418,429,4134,3.1656,0.1523,4
160,5760,3229,0.9085,0.1703,0
184,4575,5268,5.8213,0.1431,0
462,1909,1390,3.4069,0.1624,2
359,69,4817,10.9402,0.1519,4
147,4575,3237,5.7624,0.1272,3
431,5515,7402,4.883,0.1443,1
74,174,3219,2.2826,0.146,3
297,5431,6101,15.4962,0.1365,3
17,4415,1390,1.6621,0.1705,3
10,5431,2891,6.3058,0.1481,0
304,5515,4817,4.4719,0.1524,3
16,5514,2490,5.0234,0.1701,0
124,1909,3237,2.557,0.1477,4
690,7061,4840,0.8664,0.1313,0
273,5515,5696,24.7423,0.1709,2
296,5270,4122,1.5539,0.1432,3
401,5431,5268,3.3373,0.1376,1
32,1909,910,7.1325,0.1361,1
92,5431,3410,2.1097,0.1537,2
131,5515,1222,21.1375,0.157,3
418,1909,50,2.7135,0.1687,4
466,806,4840,5.2214,0.1555,1
206,5431,4122,4.5233,0.1216,3
510,4415,1222,1.487,0.1528,1
2,5431,1662,6.9075,0.1484,2
117,429,2727,4.9926,0.1322,4
371,1909,6101,3.9608,0.1577,3
96,2198,4001,3.7427,0.1453,0
333,429,6612,8.5484,0.1428,3
485,155,1226,2.7022,0.1712,0
425,2198,3947,4.8831,0.1512,0
369,1909,6459,3.7038,0.156,1
512,4415,3227,1.3832,0.1545,2
323,5431,2833,3.8627,0.1524,0
308,429,6612,5.0009,0.1417,4
190,5515,2995,1.662,0.1604,4
144,4628,4000,1.7094,0.1322,1
288,1909,987,13.0211,0.1638,0
275,3874,27,2.4474,0.1307,0
530,6170,4122,0.7744,0.1599,4
262,5431,3237,3.8078,0.1386,3
112,4575,7118,12.2655,0.1354,4
487,429,2314,4.7997,0.1559,0
211,2540,4122,3.2858,0.1404,0
381,1909,2356,5.148,0.1668,3
137,1909,3008,10.7871,0.1429,4
161,4575,4137,0.8797,0.1464,4
612,1242,4817,1.9406,0.1634,1
230,5431,6101,17.6973,0.1426,4
478,5431,6459,3.784,0.1443,4
488,5431,1390,3.4611,0.1604,0
257,4575,2210,5.1055,0.1576,0
78,1909,6612,5.5451,0.1415,2
103,4628,5268,3.919,0.1465,2
361,2540,17,6.082,0.1638,1
177,5514,644,2.5331,0.1247,4
232,5431,6612,3.9791,0.1336,2
274,5434,3237,2.8886,0.1495,3
193,5431,6612,9.7562,0.1407,2
316,5431,1041,3.9001,0.1346,1
345,1909,6612,3.3008,0.1392,1
174,806,1651,3.2157,0.114,3
510,5514,3237,1.6138,0.1482,1
184,5515,6612,6.3834,0.1408,0
300,4628,7118,5.708,0.1493,2
473,5515,35,4.708,0.1533,4
201,2198,2314,3.6894,0.1533,0
362,4575,6359,7.1502,0.165,3
164,806,7402,5.7533,0.1547,4
256,5515,20,4.7618,0.1364,0
490,69,392,22.5642,0.1482,3
401,429,4134,3.8391,0.1346,1
416,1909,35,7.9644,0.1705,0
367,1103,6703,2.5239,0.1427,1
241,2198,6612,4.028,0.1457,2
549,1902,7054,0.7762,0.1279,1
164,5431,6101,11.3504,0.153,4
675,6170,3941,0.6095,0.166,1
133,1902,4120,2.0863,0.1716,0
190,806,3228,1.5831,0.1624,4
28,69,5507,4.9492,0.1567,3
159,5431,6612,8.3529,0.1274,2
146,5515,7117,11.0374,0.1464,2
97,4575,2459,5.7302,0.151,1
644,1623,5058,0.6224,0.1743,2
167,2198,3149,7.1341,0.1432,0
422,4575,910,3.7736,0.1318,4
79,429,3237,6.5311,0.1509,2
119,429,4122,5.1491,0.1504,2
344,429,1222,15.2646,0.1459,0
486,5515,3107,2.8374,0.1134,2
88,5515,3237,10.0966,0.1533,0
253,5515,6612,6.4471,0.1329,1
156,1103,910,3.9204,0.156,1
381,5515,1662,5.4371,0.1664,3
408,69,6612,6.0181,0.1268,4
308,5515,2389,5.2711,0.138,4
78,5514,3229,3.2052,0.1469,2
97,1909,3237,6.3663,0.1483,1
336,5515,6359,10.6084,0.1441,4
201,4575,4122,3.1762,0.1545,0
394,5515,2727,2.0561,0.126,2
205,1909,5269,21.5211,0.1455,0
102,4575,910,3.0053,0.1508,0
106,5270,6128,2.308,0.1655,3
110,1909,6612,11.7723,0.1452,3
385,5431,1642,8.4664,0.139,1
116,1909,1642,9.8304,0.1483,0
549,3911,7050,1.1693,0.1229,1
303,429,4130,1.4304,0.1589,1
390,5515,4241,6.4609,0.1561,1
455,806,1222,13.9914,0.146,3
469,5434,4122,0.9442,0.1587,1
2,5515,2356,6.2842,0.1487,2
305,1909,5375,10.2832,0.1625,3
311,1909,4817,3.9165,0.1555,3
414,1902,4840,0.7774,0.163,2
492,429,1642,9.5067,0.1497,1
189,5515,4001,5.7587,0.1571,2
599,4575,6359,2.1428,0.1584,1
352,1103,3229,2.1733,0.1704,0
370,5515,910,4.3014,0.1407,2
337,5431,6612,13.0694,0.1313,0
139,1909,3237,10.2605,0.1491,3
426,69,3237,10.617,0.1537,1
55,5515,3237,10.6501,0.1363,0
408,5515,2389,6.5028,0.1249,4
195,2198,553,8.5838,0.1587,1
74,2540,2814,3.8414,0.1414,3
188,5431,1866,8.5003,0.141,0
353,806,1264,6.3255,0.1491,1
86,664,1020,1.5177,0.1459,0
1,5431,3237,18.919,0.1319,3
469,3910,4973,1.0126,0.1534,1
425,5081,2038,2.658,0.1607,0
440,1909,910,5.4682,0.152,1
399,1909,1264,7.5542,0.1478,0
231,5431,4122,4.4488,0.1301,0
134,2198,3411,11.7071,0.143,4
623,806,3237,2.0442,0.1497,0
404,4575,4134,2.2031,0.1303,4
179,5431,1199,7.6306,0.1438,1
464,1902,6703,1.1945,0.1426,4
345,806,5268,2.8068,0.1415,1
43,5515,3237,7.3659,0.1393,3
308,4575,6209,4.9814,0.1444,4
286,69,1264,9.1225,0.1339,3
384,4575,6703,3.244,0.1412,2
192,5431,4122,12.5702,0.1515,1
0,1909,3229,12.7424,0.1625,0
84,5431,1190,8.6337,0.1491,1
61,1909,6101,17.6785,0.1511,3
24,5514,1831,4.9598,0.1616,4
71,5431,3952,6.4549,0.1591,2
673,4575,3237,2.713,0.1554,3
232,429,3237,2.8416,0.1381,2
121,1909,6101,7.0411,0.1432,3
4,2198,3237,4.7383,0.1537,2
174,5515,6612,3.1002,0.1225,3
74,1252,1874,2.3102,0.1456,3
364,806,5268,1.6607,0.1386,2
6,1909,7402,13.4502,0.1495,1
265,806,6612,6.1576,0.1341,0
217,5431,1199,4.3794,0.133,1
279,429,3228,5.4567,0.1341,1
97,69,674,5.8245,0.1486,1
510,5515,6612,2.6338,0.1433,1
231,5515,3952,3.7321,0.1436,0
409,5515,256,11.1393,0.1591,2
637,2532,4406,0.6157,0.1711,4
176,1909,3237,10.4198,0.1348,1
240,1909,5268,2.866,0.1404,0
335,429,1190,7.2725,0.144,1
443,4575,3237,3.5018,0.1494,4
166,2198,6765,10.2627,0.1396,0
100,5514,3237,2.9407,0.1417,3
279,2198,6459,3.7362,0.1359,1
188,2198,4203,9.2321,0.1389,0
347,69,4535,17.6484,0.1388,0
80,4575,6101,5.0427,0.1647,4
551,69,5257,0.9725,0.1602,0
493,429,6979,4.2772,0.1426,1
246,69,5302,8.2361,0.1342,1
411,4415,910,1.5877,0.15,4
130,1909,6612,11.1815,0.1354,4
22,2198,6101,5.8565,0.1598,1
395,5431,3228,2.2517,0.1347,0
159,806,3237,8.17,0.1318,2
461,2198,2314,5.0109,0.131,3
625,1909,902,1.3707,0.1398,0
14,5514,3237,5.5812,0.1403,4
249,5515,910,5.1133,0.1434,4
146,5431,3237,11.4079,0.1461,2
255,4628,666,2.0607,0.1582,0
167,1909,35,7.6675,0.1381,0
231,2198,4001,3.8032,0.1372,0
432,806,6612,3.2331,0.1366,3
48,2540,3404,4.2944,0.154,2
188,1909,4667,7.0908,0.1411,0
183,2198,4001,4.0952,0.1327,4
28,5514,6359,2.9085,0.1583,3
23,429,910,7.9847,0.1398,2
14,2198,6612,7.781,0.1356,4
302,1242,3952,6.4755,0.1586,3
85,1909,5302,4.5917,0.1647,0
175,5515,3885,8.1922,0.1498,4
327,429,3041,1.7032,0.1562,0
611,7061,2008,0.5815,0.1727,4
81,4575,6209,2.1851,0.1393,1
204,5515,910,6.877,0.141,1
492,1909,1199,6.0469,0.1514,1
295,429,2249,5.8909,0.155,1
81,1103,910,1.7329,0.1397,1
310,69,2604,5.1257,0.1471,1
211,5431,2891,6.572,0.1373,0
466,4575,910,4.8325,0.1571,1
205,806,3008,16.9383,0.1498,0
474,4628,20,3.3116,0.1495,2
5,5514,6552,3.2849,0.1616,0
32,429,1642,6.3773,0.1362,1
72,806,4840,3.0077,0.1504,4
20,5515,4407,8.3908,0.1533,4
407,5431,6209,3.0204,0.1321,1
50,2198,2668,7.1988,0.1501,1
181,2198,35,3.2416,0.137,2
415,1909,4203,8.4919,0.141,4
48,3911,3739,1.9952,0.1565,2
478,5515,1642,3.4916,0.1445,4
276,5431,6612,4.7731,0.1428,2
399,806,1979,6.4257,0.1562,0
510,7061,720,1.5182,0.1525,1
79,2198,6612,9.8803,0.1459,2
65,5514,6612,4.1619,0.1518,4
456,5515,6612,13.709,0.1504,2
85,5515,1476,5.3671,0.1626,0
197,5431,2356,11.488,0.1533,4
128,5515,6209,4.3549,0.1414,4
56,5431,6101,30.2514,0.1493,2
148,966,6900,2.3098,0.1485,2
254,5431,6703,4.6804,0.1311,4
260,2198,1119,7.634,0.1463,0
551,806,4817,0.9818,0.1562,0
336,1909,4817,11.5675,0.1341,4
333,4628,3237,7.6201,0.1477,3
212,5514,7116,2.3354,0.1521,1
140,5431,1059,6.5503,0.1538,1
170,5515,5507,7.3596,0.1581,1
321,1902,3952,3.1214,0.1565,1
271,2198,6612,3.7294,0.141,1
454,2198,158,3.6577,0.1504,2
487,2198,6703,5.4385,0.149,0
309,5431,6101,8.4194,0.1516,1
192,429,3411,12.5515,0.156,1
399,5515,7117,8.1315,0.1458,0
261,1909,6101,27.834,0.1467,2
261,5515,3008,25.6544,0.1497,2
422,2198,620,3.9918,0.1309,4
450,1909,3228,6.3218,0.1355,0
452,5431,5500,6.3322,0.1572,0
173,5431,7607,6.2356,0.1534,1
656,69,1106,0.5849,0.1704,1
49,69,6388,10.6757,0.1459,3
235,5021,1074,1.5141,0.147,2
352,2849,4091,1.9318,0.1714,0
425,806,7117,3.377,0.1598,0
360,5515,901,6.157,0.1714,3
510,1909,910,2.3107,0.1464,1
466,5515,6612,5.2408,0.1538,1
226,5431,20,5.664,0.136,2
251,2540,4122,2.2242,0.1511,2
251,5021,5500,1.1581,0.1574,2
644,7126,4636,0.5866,0.1744,2
171,5515,6388,7.456,0.1517,2
18,69,3941,5.7927,0.1654,1
117,5515,5268,4.9083,0.1344,4
252,5431,6612,7.1019,0.1337,0
246,1909,2891,8.6686,0.1306,1
416,5515,7117,6.688,0.1707,0
360,2198,2356,7.4648,0.1713,3
251,4415,2389,1.9283,0.1527,2
58,69,620,5.8648,0.1303,0
306,5515,2174,14.796,0.1488,3
447,2198,6612,4.9121,0.146,1
431,1909,6906,4.8261,0.1453,1
462,2198,2154,5.2444,0.1574,2
119,5515,6459,4.9502,0.1554,2
324,1909,6209,5.7829,0.1514,3
24,5515,2668,5.6672,0.1516,4
248,5431,4122,4.915,0.159,2
336,5431,6101,13.1324,0.1315,4
119,4575,6612,4.5026,0.1559,2
23,1909,3237,6.1899,0.1415,2
131,806,3952,19.3493,0.1618,3
480,5431,3228,6.8827,0.1355,0
301,5270,248,1.7667,0.1629,2
269,1909,5269,13.9098,0.1467,0
63,5515,7402,9.6524,0.1616,1
101,5515,3228,5.6254,0.144,2
177,806,163,2.5993,0.1231,4
140,806,1088,7.2318,0.1529,1
408,1909,2314,6.8198,0.1226,4
179,429,674,5.8859,0.1476,1
315,1909,5269,9.9948,0.1394,1
394,5431,959,1.9334,0.1326,2
64,5270,4018,1.1873,0.1591,0
47,5515,4134,3.9998,0.1332,2
325,806,1642,11.79,0.1495,2
58,2540,4001,5.3676,0.1313,0
143,5515,7607,9.1532,0.152,0
370,5431,3237,3.9658,0.1424,2
234,1909,17,11.2491,0.1579,4
457,69,553,2.9937,0.1609,0
463,2198,6359,17.255,0.1626,3
448,5431,6612,8.1107,0.1435,2
384,4415,4407,2.5746,0.1492,2
46,429,5257,4.1136,0.1709,0
252,1909,910,6.6481,0.1366,0
185,5515,6612,9.3745,0.1443,3
396,429,910,5.2235,0.1399,4
154,1909,113,4.5418,0.1648,3
187,5515,35,6.4416,0.1637,4
673,7061,1222,1.2794,0.1601,3
416,5431,910,8.4383,0.1682,0
77,429,910,7.9416,0.1492,4
237,1909,3237,9.7732,0.1418,3
157,806,4121,2.0193,0.136,0
141,5431,1222,15.0496,0.1316,2
233,429,2314,3.6754,0.1617,1
549,5514,7055,1.0861,0.1243,1
309,5515,4817,5.085,0.1546,1
240,4575,6209,2.3868,0.1407,0
429,5431,4122,16.1234,0.1424,1
209,69,1222,14.8501,0.1464,2
131,2198,3008,21.1294,0.1615,3
178,179,2727,1.6641,0.147,2
363,5431,5302,29.2657,0.1644,4
279,5431,1642,3.3591,0.1361,1
360,429,1199,8.766,0.1524,3
52,2198,6612,5.7596,0.1488,4
379,1243,3237,1.6137,0.153,2
65,69,1022,3.8808,0.1547,4
247,69,35,10.569,0.1337,2
30,5515,2602,2.1498,0.1513,3
258,5515,4730,3.0482,0.1334,2
457,5515,6552,3.2106,0.1532,0
94,1909,392,9.8329,0.1522,3
323,5515,5337,4.027,0.1515,0
1,1909,1222,16.0072,0.136,3
362,5515,2129,9.5285,0.1595,3
349,5515,3237,14.8909,0.1338,2
258,806,1199,2.3487,0.135,2
200,1909,6612,4.0519,0.1377,2
341,5515,4730,4.1435,0.1429,0
152,5515,35,5.0415,0.1425,4
206,429,3228,6.3835,0.1165,3
346,5431,6612,10.8166,0.1299,1
179,5514,2459,5.876,0.15,1
122,4628,951,1.5631,0.1563,2
79,5515,6209,7.3357,0.1486,2
351,5515,553,17.9529,0.1471,1
114,2198,4018,6.4037,0.1306,1
100,4575,6612,2.9863,0.1371,3
377,2198,7607,4.3329,0.1305,4
95,4575,1651,2.0997,0.1566,1
451,69,6640,3.2005,0.1581,2
189,2198,4134,6.5574,0.1495,2
192,2198,2439,11.6723,0.1597,1
456,1909,3237,13.5483,0.1555,2
623,3945,3229,1.7643,0.1503,0
434,429,3237,6.1564,0.1291,2
73,806,2163,5.7462,0.1618,2
160,1623,1300,1.0928,0.1692,0
551,4575,6906,0.9923,0.1559,0
97,2198,1222,5.5894,0.1529,1
365,2198,1190,5.1603,0.1525,3
490,5515,4817,22.614,0.1441,3
188,5515,624,8.9002,0.1409,0
374,69,35,6.6539,0.1421,1
404,429,4121,2.6694,0.1257,4
393,5514,5500,2.8461,0.169,0
216,1909,959,3.2567,0.1421,2
29,5431,4122,7.9195,0.1336,1
61,5515,3237,15.7661,0.1523,3
25,69,4817,16.273,0.1442,0
485,5431,87,6.4232,0.1626,0
481,4575,1651,3.5049,0.1372,2
491,5515,7075,7.9102,0.1456,1
163,2540,6552,4.5554,0.1637,0
247,1909,5269,9.1516,0.1377,2
405,1909,1264,6.8912,0.1416,3
372,4575,4840,3.4974,0.1413,0
167,5515,4122,7.3677,0.1414,0
29,5515,2389,7.4443,0.135,1
188,429,7104,11.3137,0.1388,0
530,6169,2314,0.9274,0.1586,4
383,4575,3229,2.682,0.1394,4
350,2198,3229,6.607,0.1424,1
114,69,1119,3.4692,0.1366,1
112,5431,3149,15.2252,0.131,4
366,69,5500,11.0551,0.1639,3
471,5515,2727,3.483,0.1342,2
191,5515,5269,5.984,0.1232,2
395,806,6459,2.226,0.1366,0
6,806,7347,9.7551,0.1526,1
64,2199,644,1.2827,0.1589,0
343,69,7685,3.675,0.1522,3
139,429,4840,11.6147,0.1457,3
71,2198,3824,7.9694,0.146,2
266,429,4122,7.1593,0.138,1
185,806,3237,9.3729,0.1492,3
369,5515,3228,3.9901,0.1538,1
326,4575,3411,3.0439,0.1597,4
77,2198,35,6.8416,0.1511,4
33,1909,3237,9.5567,0.1387,3
391,5515,910,5.1521,0.1296,0
457,2198,5135,3.504,0.1493,0
436,806,4817,3.4114,0.155,4
325,1909,3237,15.1282,0.1463,2
222,2198,910,12.6996,0.1545,1
282,2540,1264,4.4624,0.1385,3
431,69,1190,4.4963,0.1453,1
142,2198,910,3.1403,0.1367,0
3,5431,4840,6.8125,0.1383,0
444,4575,6359,2.5629,0.1503,2
426,5515,35,10.4822,0.1539,1
