herb,positive_target,negative_target,positive_score,negative_score,fold
96,1242,644,2.1115,0.1575,1
212,3244,892,1.3645,0.1557,2
268,2199,6101,2.9897,0.1577,0
211,2540,4122,3.2858,0.1404,0
106,169,2692,0.9172,0.1747,0
304,3244,2258,2.1015,0.1636,0
253,4575,3237,5.6604,0.1375,0
211,639,4622,1.5775,0.1593,0
184,1902,1264,3.5393,0.1478,4
128,1909,1199,2.946,0.1471,3
25,5270,2559,6.9776,0.1683,4
60,1909,4001,3.7564,0.1292,3
434,966,2036,2.7106,0.1352,3
42,1664,3149,0.5892,0.1559,2
300,4415,1300,3.9655,0.1502,0
338,2199,3149,1.5622,0.1444,1
75,1103,2130,7.5323,0.1731,3
68,4576,553,1.5113,0.1666,3
71,179,4972,3.9356,0.171,4
38,5515,6612,8.38,0.1304,2
25,806,6295,8.9847,0.1607,4
79,69,2314,6.1401,0.1509,1
337,173,1300,2.3976,0.1466,4
366,1242,4018,8.4588,0.1656,1
143,2252,1021,2.1837,0.179,4
450,5515,1199,6.1976,0.1392,3
184,5514,7117,5.1984,0.1459,4
178,175,510,1.2276,0.1494,3
267,5270,2173,5.2907,0.1537,3
42,5270,910,1.8082,0.1484,2
21,4918,5129,1.6345,0.1685,4
489,2849,2834,1.5451,0.1576,3
88,1909,3229,10.0676,0.154,4
466,1902,5259,2.6731,0.1638,0
272,3911,4407,1.5175,0.1795,2
458,5515,6612,6.7205,0.1487,2
356,3910,3149,1.903,0.1505,4
447,429,3951,4.9892,0.1359,0
188,3874,5724,2.1777,0.1455,1
20,5514,6172,4.3866,0.1576,0
341,4628,2604,2.0178,0.1513,3
466,3874,620,1.9301,0.1674,0
156,1221,1222,2.525,0.1675,3
429,1243,2174,9.6215,0.1534,0
422,1103,1222,2.6616,0.1375,2
47,2849,3228,2.0677,0.145,4
458,966,238,2.5203,0.1638,2
201,2849,1140,1.6835,0.169,1
231,1582,6552,0.7406,0.154,4
215,429,7347,6.8801,0.158,0
403,5081,910,1.9599,0.1407,3
230,1242,3644,3.4884,0.1517,2
480,1103,2459,4.2571,0.1447,0
289,1103,720,4.4995,0.1451,4
312,1909,6359,4.337,0.152,3
282,2540,1264,4.4624,0.1385,3
193,1103,720,3.2437,0.1497,4
109,5431,6612,5.2117,0.1514,0
290,5270,2036,1.2158,0.1378,0
447,4575,6459,4.0365,0.1467,0
271,806,1642,3.6717,0.1411,1
623,897,5507,0.945,0.1611,4
283,966,3917,1.1241,0.1523,3
12,1103,35,4.3319,0.1449,2
241,4575,910,3.3135,0.1488,1
440,1902,3237,5.419,0.1539,1
78,4575,1264,2.7062,0.1486,3
448,1909,4840,8.0792,0.145,0
448,806,4612,4.8943,0.1514,0
408,244,1478,1.9325,0.1373,4
510,5760,6765,0.7081,0.1573,1
171,173,1734,4.1216,0.1641,4
8,806,720,3.3445,0.1454,2
87,2849,2160,1.7869,0.1727,2
182,1242,4622,5.5573,0.1462,4
90,5270,5157,3.37,0.1674,3
140,4575,3805,6.1737,0.1556,1
100,6042,720,1.6522,0.1458,0
246,5434,2953,3.8721,0.1474,2
284,2540,3149,5.284,0.1438,1
265,179,7605,2.0565,0.1448,3
114,6426,6034,1.4005,0.1469,2
194,5515,5268,3.2795,0.1578,0
370,3945,2036,1.9833,0.1492,1
95,5270,27,0.8827,0.1683,2
404,2198,3227,2.8201,0.1257,2
318,179,5080,4.8676,0.1787,2
401,5081,2995,2.4282,0.1385,3
187,3945,3149,3.5793,0.1697,1
429,69,35,13.8082,0.1427,0
246,1243,3266,5.0685,0.1443,2
272,2198,7347,4.4921,0.1704,2
75,1909,5629,18.6321,0.1499,3
143,2198,4001,7.8726,0.1563,4
31,3945,7231,5.6745,0.1648,1
420,3945,4817,3.2393,0.15,1
334,657,1264,1.4915,0.1459,0
100,3945,1222,1.2924,0.1461,0
461,2849,6906,1.8219,0.1454,2
47,5270,720,2.3103,0.1424,4
172,664,2174,1.3909,0.1727,2
181,3945,6552,1.7207,0.1451,3
188,5431,1866,8.5003,0.141,1
118,5431,3404,6.2392,0.1459,2
180,1221,6954,2.5875,0.1683,2
191,2540,6765,4.3264,0.1269,0
436,1243,3813,2.4691,0.1617,1
85,1902,7681,2.2928,0.1751,1
270,1244,2096,7.5186,0.1599,4
263,1221,5540,3.5254,0.1483,1
302,5431,2174,13.7042,0.1566,1
312,69,4612,4.4008,0.1516,3
343,429,2042,4.2519,0.145,2
121,806,6543,3.7478,0.1649,2
477,639,1300,2.1791,0.1702,4
43,5270,4535,3.9138,0.1504,1
68,1662,2163,0.8234,0.1712,3
300,5431,5269,8.039,0.1434,0
28,7126,5768,0.5501,0.1698,0
331,4628,1264,1.2917,0.1442,4
206,2849,3952,2.1681,0.1342,4
130,4575,3343,5.1397,0.1501,2
213,3259,7117,1.2337,0.1713,0
263,5081,6359,4.5675,0.1416,1
177,1902,7065,1.8821,0.1307,3
330,2540,7408,1.9633,0.1645,3
430,69,5157,3.6713,0.1614,4
492,2540,901,3.0029,0.1669,0
391,1909,4840,5.3057,0.1283,2
473,966,6552,2.37,0.1623,4
145,1909,1190,7.8237,0.1612,0
4,846,720,2.0999,0.1581,0
204,5514,3008,5.904,0.1514,1
304,174,674,1.622,0.1654,0
390,5431,6359,8.9623,0.1507,0
256,1103,5648,2.9234,0.1493,3
205,806,3008,16.9383,0.1498,1
404,4415,910,2.0095,0.1338,2
56,6426,4273,11.0337,0.1689,0
303,2198,2088,1.3551,0.1611,0
359,5270,6937,4.5339,0.1763,2
315,2540,2860,4.9956,0.1472,4
336,173,4675,4.5087,0.1579,1
282,6042,3008,2.852,0.1447,3
88,4415,4817,4.0725,0.1667,4
457,1103,4130,1.9217,0.1672,2
149,1103,6765,5.0317,0.1564,1
312,6426,5520,1.4306,0.1706,3
216,5431,2833,2.1782,0.1492,1
407,6042,7117,1.2267,0.149,1
286,5081,5507,5.2895,0.1429,2
167,5270,1300,5.1521,0.149,4
113,4575,1264,8.978,0.1576,2
466,5270,720,2.8468,0.1637,0
98,6550,1300,0.9272,0.1651,0
216,4415,1390,2.4972,0.1491,1
174,2198,910,2.6606,0.1252,2
430,2540,348,3.8428,0.1608,4
34,429,910,9.48,0.1397,4
277,897,1110,1.5094,0.154,3
149,69,1199,11.8567,0.1433,1
331,4575,4840,2.5243,0.1388,4
275,664,17,1.1866,0.1408,3
226,69,6101,4.7396,0.1379,0
405,6428,6359,1.9245,0.1512,0
330,5431,2314,5.0495,0.1493,3
403,5515,4501,2.9878,0.1272,3
294,5270,6388,2.0421,0.1394,2
109,6042,1264,1.7917,0.159,0
131,5514,7557,10.8469,0.1723,2
21,3911,4972,2.5002,0.1676,4
439,3874,1945,2.2499,0.1638,0
78,2849,3008,1.6683,0.1551,3
147,806,910,5.8594,0.1256,2
453,1103,3145,3.7771,0.1535,3
132,2198,6388,5.0361,0.1453,0
371,7061,6388,0.8883,0.1662,3
213,7061,3343,1.9931,0.163,0
467,1243,1300,9.2232,0.1507,2
2,5515,2356,6.2842,0.1487,0
267,1103,4535,5.1671,0.154,3
440,5270,720,3.3419,0.1583,1
146,5515,7117,11.0374,0.1464,2
436,3911,5269,1.4667,0.1688,1
147,179,6765,2.8584,0.135,2
6,1103,3644,5.9756,0.1638,4
281,173,2860,2.9674,0.1605,4
152,5515,35,5.0415,0.1425,0
43,639,1073,1.7506,0.1616,1
137,69,725,8.2839,0.1482,3
480,1909,4730,6.8564,0.1375,0
203,5431,6612,7.1176,0.1364,3
326,5270,5370,1.8353,0.1694,4
405,1909,1264,6.8912,0.1416,0
356,4576,5540,1.7008,0.1528,4
350,5515,6612,7.8716,0.1371,3
87,4415,5376,2.1947,0.1667,2
375,5270,1222,3.4055,0.1539,2
228,4415,5269,8.4691,0.1482,2
325,2540,1199,11.1503,0.1513,3
335,5515,3404,8.6762,0.1435,1
194,2252,1264,0.7348,0.163,0
216,5514,5500,2.7931,0.1469,1
10,429,1264,6.9397,0.1432,2
426,5431,3145,9.8384,0.1551,2
342,5081,5683,3.9037,0.1501,2
8,4621,5327,1.2055,0.1647,2
486,2199,6676,1.2281,0.117,0
473,4575,6209,5.0903,0.1509,4
179,5081,4811,4.3068,0.1594,1
391,5431,6612,5.4374,0.1269,2
126,6426,2705,2.3255,0.167,4
34,966,6765,5.2752,0.15,4
409,5081,3149,3.7278,0.1697,1
151,3945,5648,5.0466,0.1658,3
188,806,7434,6.6924,0.1413,1
466,2199,3149,2.4295,0.1651,0
372,5270,4730,2.1548,0.1461,3
226,6426,1390,1.6585,0.1493,0
206,5081,7117,2.7845,0.1301,4
9,4575,3343,3.5944,0.1478,3
134,4575,2174,8.5807,0.1456,3
172,3940,5505,1.4303,0.172,2
29,69,3237,5.6899,0.1429,0
448,4575,6765,2.8143,0.1574,0
267,4575,5269,7.8386,0.147,3
296,5760,35,0.7409,0.1502,1
134,69,6101,14.144,0.1392,3
303,5081,1642,1.277,0.1674,0
391,4415,3149,2.1921,0.1362,2
190,966,1642,0.9345,0.1648,2
178,177,4263,1.3969,0.149,3
41,1221,6390,2.3642,0.1644,2
14,1909,5259,4.337,0.1444,1
103,1103,910,3.1875,0.1472,4
209,3244,3266,3.9504,0.1645,3
458,4415,1638,3.0624,0.1598,2
404,6118,4741,0.822,0.1402,2
55,4415,1264,6.9755,0.1384,0
182,4575,3229,11.4477,0.1341,4
468,69,1300,6.0072,0.1421,4
266,1246,6209,1.4232,0.1641,3
455,1243,3411,6.3771,0.1611,1
87,5081,4120,1.6434,0.1739,2
325,5515,1264,12.7593,0.1486,3
217,6118,1119,2.4872,0.1453,4
316,5434,5272,1.0141,0.1606,2
270,1242,4535,8.5851,0.1555,4
125,5270,3229,1.1429,0.1415,3
300,4575,3008,5.8571,0.1476,0
307,6426,956,0.9543,0.1534,2
263,2540,2174,6.2174,0.1386,1
406,2199,3237,2.8979,0.1355,2
184,1909,910,5.6275,0.1438,4
489,1242,6067,2.3626,0.1502,3
43,4575,3149,5.8636,0.1446,1
179,429,674,5.8859,0.1476,1
241,3945,1222,2.1008,0.1553,1
140,2540,2419,3.1186,0.1609,1
415,3244,5423,2.7928,0.1445,3
403,3945,5500,1.2233,0.1431,3
4,966,6552,1.6828,0.1629,0
145,4415,6359,4.4628,0.1677,0
80,173,481,1.9937,0.1728,2
130,806,3145,8.5402,0.1412,2
373,5515,4736,4.8372,0.1588,4
510,5515,6612,2.6338,0.1433,1
139,1244,2174,5.5225,0.1605,3
232,5514,19,1.9215,0.1422,4
248,1221,3007,1.2425,0.1787,1
349,4628,5540,5.4849,0.151,3
374,5270,4051,3.4512,0.1507,2
383,5270,6640,2.0247,0.1431,0
486,3911,5188,1.4823,0.116,0
325,1103,2096,6.6456,0.1624,3
63,5515,7402,9.6524,0.1616,0
443,5021,6913,0.9525,0.1655,2
142,4575,35,2.9921,0.1385,4
89,3911,35,1.6818,0.1368,1
224,966,1222,3.3574,0.1563,0
173,5515,7681,5.3109,0.155,4
219,5434,693,0.9948,0.153,3
481,2540,3237,2.5392,0.1525,2
379,69,4840,2.4181,0.1496,4
346,2198,2036,6.2825,0.1408,2
439,664,6359,1.763,0.1706,0
148,897,21,0.8418,0.153,2
74,3280,1194,0.9427,0.1555,3
373,1902,1226,3.3712,0.1661,4
269,1103,2096,5.3499,0.158,3
427,429,2314,6.49,0.1282,1
445,5515,4840,10.6806,0.1412,2
75,5515,7402,18.0472,0.1502,3
31,2849,1056,5.9003,0.1646,1
180,3490,6035,2.4041,0.1695,2
83,897,7597,2.1198,0.1667,3
232,1902,4001,1.4185,0.1446,4
383,2198,20,3.9175,0.1326,0
285,5514,620,8.4046,0.1253,4
302,2540,1300,10.3855,0.1571,1
368,4575,5500,5.1903,0.1387,1
80,69,27,6.6007,0.163,2
269,6426,1504,5.1208,0.1624,3
440,966,5259,3.2955,0.1584,1
306,2540,3343,10.2153,0.1531,4
266,1902,5540,3.1091,0.1604,3
362,1902,4273,4.4563,0.1698,0
471,4415,983,2.193,0.1402,2
178,6428,620,0.9965,0.1531,3
86,897,4242,1.4014,0.15,2
63,3874,4996,3.1915,0.1747,0
89,897,3237,1.9567,0.1367,1
458,2849,6765,2.8031,0.1632,2
308,2198,910,4.6798,0.1448,1
431,4575,5268,3.7188,0.1484,0
101,5270,2915,4.0001,0.1527,4
249,5514,967,3.2769,0.1456,1
359,2198,6388,10.6129,0.1569,2
141,3911,3374,5.1104,0.1522,3
135,1909,6101,14.0416,0.1485,3
126,5515,5257,6.7864,0.1548,4
286,1909,3229,9.6736,0.1325,2
105,5270,6704,3.3236,0.1589,4
217,806,4018,2.837,0.139,4
305,173,674,3.8568,0.1758,4
56,5514,5683,13.4355,0.1621,0
238,5270,4122,7.3706,0.1671,3
249,5515,910,5.1133,0.1434,1
140,429,1222,11.6337,0.1491,1
451,1242,2604,1.971,0.1665,2
125,4628,4122,1.9603,0.1363,3
261,1909,6101,27.834,0.1467,1
448,5514,3145,5.081,0.1497,0
252,179,4406,2.4785,0.1466,4
395,639,7117,0.7439,0.1432,2
305,806,4018,5.5504,0.173,4
154,1103,3552,2.6541,0.1714,2
439,172,6164,1.8428,0.1653,0
281,1244,4622,4.2291,0.1586,4
323,1103,6068,2.5919,0.1678,3
42,3259,1390,0.6073,0.1556,2
91,2198,3008,21.839,0.1325,4
215,5515,1059,7.3328,0.1571,0
246,4628,2580,5.0275,0.1444,2
489,2199,5582,1.5498,0.1575,3
455,6426,3130,8.2913,0.1584,1
297,657,2494,4.5176,0.1546,2
187,2198,6612,8.5709,0.1581,1
248,5081,2891,2.834,0.1714,1
324,4575,3411,4.058,0.1546,0
67,4415,2891,7.2137,0.1403,1
185,1103,6765,5.9909,0.1583,2
389,806,6101,6.1907,0.1616,1
28,5760,2036,0.9537,0.1647,0
331,3911,3145,1.3954,0.1433,4
77,5270,1059,2.9361,0.1656,3
261,1902,3343,10.512,0.1591,1
116,69,1264,7.4468,0.1557,0
362,5434,5768,3.3448,0.1742,0
434,5515,7117,4.9374,0.1294,3
230,2597,3330,2.6977,0.1557,2
367,6042,3145,0.9764,0.1525,4
479,4575,2478,1.9076,0.1469,1
105,174,821,3.2999,0.1592,4
202,1909,3237,4.6886,0.1506,3
274,5434,3237,2.8886,0.1495,0
114,4629,7557,1.2259,0.1507,2
263,69,4535,6.1078,0.139,1
413,5081,3623,0.6785,0.1443,3
434,5021,3008,2.0118,0.1369,3
217,5431,1199,4.3794,0.133,4
430,1103,1787,2.9379,0.1624,4
289,69,5269,3.9093,0.1453,4
86,5434,1059,1.3034,0.1557,2
137,5081,412,6.2869,0.1498,3
12,179,3149,2.2294,0.1503,2
71,2849,7571,4.9979,0.167,4
457,5270,2313,1.7127,0.1687,2
337,1909,35,10.2995,0.1359,4
343,1243,169,1.9511,0.1626,2
407,5431,6209,3.0204,0.1321,1
226,173,729,1.6351,0.1499,0
492,1909,1199,6.0469,0.1514,0
193,173,4406,2.1223,0.1543,4
10,966,573,3.0263,0.158,2
174,5515,6612,3.1002,0.1225,2
24,4575,6458,4.2723,0.166,3
263,4575,1979,6.9864,0.1383,1
357,5431,4122,18.7382,0.1325,3
1,4415,6359,6.128,0.1611,3
121,2199,6568,2.7449,0.1725,2
146,806,720,8.9436,0.1503,2
68,3947,1226,1.03,0.1703,3
135,2198,3237,11.2166,0.1505,3
43,6426,3411,2.0606,0.1615,1
304,5514,2604,4.4717,0.1563,0
14,3945,720,4.3649,0.1443,1
8,5514,6765,3.1971,0.15,2
276,1103,3237,3.9833,0.1477,3
296,2812,6209,1.044,0.1478,1
72,5270,3145,2.0665,0.1552,3
456,3945,1979,7.0726,0.167,2
67,3945,971,2.8657,0.1504,1
29,2540,35,5.3835,0.1431,0
124,1902,4406,1.1395,0.1566,3
84,5270,4013,3.9886,0.17,0
357,4575,2174,11.409,0.1508,3
444,5021,5268,1.3493,0.1567,0
72,1902,5269,1.691,0.1586,3
356,1103,3952,3.2843,0.1451,4
461,657,7402,2.197,0.1444,2
33,1909,3237,9.5567,0.1387,1
173,903,6364,1.3583,0.1691,4
349,3945,7403,5.3977,0.1521,3
510,3244,1396,0.6041,0.1645,1
446,6429,5257,1.3666,0.1662,0
154,5515,256,4.6424,0.1624,2
334,3853,6979,1.428,0.1462,0
361,1244,821,3.8293,0.1661,4
405,3911,5700,3.4287,0.1486,0
341,69,7402,3.1304,0.1462,3
25,4575,7004,10.5016,0.1578,4
300,2198,1222,8.8143,0.1434,0
86,3451,2651,1.077,0.1672,2
336,1244,3719,5.9642,0.1542,1
206,5431,4122,4.5233,0.1216,4
316,1582,1390,1.9587,0.15,2
254,4415,2670,2.0074,0.1414,2
145,5515,6101,7.8732,0.1585,0
147,3945,4406,2.9255,0.1349,2
343,4415,5689,2.3041,0.161,2
206,2540,3266,2.176,0.1338,4
282,5270,6765,2.6543,0.1448,3
338,3945,2389,1.7511,0.1401,1
274,3451,1300,0.8875,0.1615,0
192,2199,6765,7.0334,0.1705,4
28,3451,6388,0.8792,0.1655,0
102,4628,4730,1.8035,0.1543,4
185,5081,147,5.0173,0.1605,2
180,5081,7118,5.9087,0.1532,2
61,1242,6552,9.1543,0.1614,4
324,1902,6390,2.6867,0.1587,0
209,5431,3237,19.0056,0.1421,3
335,5431,6101,11.0631,0.1415,1
173,806,7117,5.5684,0.1548,4
493,5270,4130,2.5294,0.1556,1
139,1909,3237,10.2605,0.1491,3
141,5515,3008,14.4048,0.1354,3
282,3303,4667,0.7352,0.1565,3
257,5514,7402,4.9931,0.1582,3
43,5515,3237,7.3659,0.1393,1
471,806,6612,3.5248,0.1342,2
9,1103,3235,2.8101,0.1513,3
625,5515,4134,1.4537,0.1385,3
434,5270,1264,4.1732,0.1311,3
274,69,1199,5.2458,0.1443,0
191,2198,5269,5.7903,0.1232,0
366,6428,3252,3.6053,0.1791,1
347,4415,6884,8.3785,0.1524,3
32,1103,3229,4.0195,0.1384,3
426,1243,4051,5.4274,0.1644,2
156,3945,2008,2.7031,0.1656,3
280,5021,3008,1.7801,0.1488,4
478,2199,4018,2.572,0.1528,3
282,639,4622,1.1349,0.1494,3
304,69,7402,4.8352,0.151,0
280,5434,4535,1.4258,0.1515,4
192,2198,2439,11.6723,0.1597,4
122,3047,954,0.8731,0.1638,2
272,5270,2604,3.3423,0.1766,2
305,5431,7607,8.1731,0.1648,4
357,179,5696,4.5735,0.1611,3
61,5514,3411,9.6953,0.1601,4
