herb,positive_target,negative_target,positive_score,negative_score,fold
166,5434,1056,2.7353,0.1607,1
175,3947,7716,0.5907,0.1741,3
34,5434,4892,1.5235,0.1621,2
92,5471,6547,0.5622,0.1728,2
228,1243,3130,3.6219,0.1608,3
461,6635,2972,1.6187,0.1478,1
326,639,6779,1.0427,0.1738,1
228,6426,1300,3.9578,0.1553,3
478,7509,7118,0.666,0.1632,4
130,2198,1222,7.1427,0.1443,3
56,5514,5683,13.4355,0.1621,0
176,657,775,0.9292,0.1695,1
510,252,2096,0.5988,0.1646,3
67,1623,6613,0.8496,0.1638,4
263,1221,5540,3.5254,0.1483,1
297,2677,1274,1.0234,0.1635,4
150,2540,4817,2.7698,0.1511,3
347,5081,6954,8.656,0.1516,4
258,5021,5507,0.983,0.1544,4
306,7061,4273,2.4318,0.1734,4
150,5270,7118,4.5883,0.1503,3
8,4621,5327,1.2055,0.1647,4
253,2848,6187,0.6732,0.1543,3
188,5199,5726,0.5988,0.1638,4
182,179,6765,6.841,0.1416,3
455,5514,5629,12.8042,0.1467,0
404,806,294,2.088,0.1321,0
422,174,7239,1.0895,0.1479,4
92,1103,221,1.7651,0.1557,2
310,173,5582,1.7456,0.1699,3
70,7126,6801,0.8043,0.1604,3
232,5081,7607,2.0512,0.1407,3
37,1248,6034,0.7408,0.1555,2
274,5431,1642,10.5058,0.1426,2
289,69,5269,3.9093,0.1453,0
23,3307,5763,0.6555,0.1615,3
146,429,6612,15.785,0.1413,4
179,175,5327,0.6997,0.1742,0
150,5376,4240,0.5968,0.17,3
70,4575,3952,4.4196,0.1448,3
52,7061,7118,0.7332,0.1651,2
50,6042,2795,2.1586,0.1703,4
290,174,6552,1.0679,0.1394,0
297,639,3333,0.84,0.1658,4
116,3945,4013,2.4707,0.1718,4
227,4130,6051,0.5944,0.1648,4
50,3280,2692,0.7154,0.1738,4
374,429,1264,6.0356,0.1442,2
408,6164,51,0.7762,0.1531,2
94,6935,192,1.104,0.1672,0
447,897,3917,1.8347,0.1547,1
308,4499,3187,0.6234,0.1669,2
349,4629,362,2.0052,0.1636,3
134,1248,4203,2.3116,0.1666,0
404,7061,5259,1.0266,0.1394,0
152,3259,2096,0.6864,0.1581,0
335,174,724,4.1564,0.1621,0
227,966,5768,4.038,0.1556,4
79,664,3343,0.8075,0.1687,3
178,179,2727,1.6641,0.147,3
461,6137,265,0.8475,0.1543,1
285,664,1652,2.2817,0.1424,3
227,1664,2212,0.7167,0.1639,4
88,6118,6062,3.8547,0.169,3
121,5081,1504,2.943,0.1684,1
232,4415,5269,1.736,0.1424,3
276,3853,7118,1.1883,0.1585,1
147,846,5683,1.326,0.1431,0
119,664,3235,1.5575,0.1708,3
72,966,720,1.8167,0.1583,3
14,3307,1021,0.6775,0.1748,2
142,1221,6552,1.4207,0.1467,3
188,1106,6095,1.0617,0.1526,4
224,1902,3008,2.5359,0.1608,0
25,2849,4901,4.7485,0.1721,0
71,3945,3404,3.435,0.1737,0
122,897,2915,1.4428,0.1574,2
285,1650,1980,1.2859,0.1589,3
447,4121,5540,0.5665,0.1698,1
406,2198,3917,5.0822,0.1259,3
276,1103,3237,3.9833,0.1477,1
149,2252,4972,1.475,0.1707,2
347,5270,5696,9.6055,0.1478,4
33,5515,720,8.7946,0.1427,3
148,3126,113,0.5945,0.1553,1
59,1650,7403,1.3804,0.164,2
206,6635,2696,0.5902,0.1472,1
429,897,6568,2.4934,0.1665,2
33,6635,3374,1.4895,0.1652,3
3,3047,1119,0.6165,0.162,4
403,4575,3237,1.7899,0.1425,2
83,4840,165,0.9352,0.171,1
490,5268,3050,1.1814,0.1734,4
125,806,4583,1.2609,0.1412,1
256,3945,3266,2.2887,0.1547,3
351,3217,7173,0.6412,0.1705,2
461,267,2258,0.6326,0.1564,1
429,3280,3916,1.1718,0.1749,2
185,13,1059,0.9003,0.1749,1
466,2198,3237,4.1777,0.1591,3
185,3874,2096,2.3801,0.1657,1
56,174,7403,5.6259,0.1729,0
141,897,4273,2.832,0.1578,3
126,1248,4996,1.5455,0.1718,0
141,970,1461,0.8342,0.1666,3
141,5500,6116,0.603,0.1705,3
279,3280,1814,0.9375,0.1502,3
134,3244,2130,3.1909,0.1622,0
185,69,5302,4.9363,0.1608,1
346,266,4256,0.7074,0.1724,2
125,4628,4122,1.9603,0.1363,1
404,1103,5348,1.2742,0.136,0
353,2849,5629,3.7449,0.1611,0
477,5515,3237,9.7006,0.1576,2
415,897,6659,1.579,0.1474,1
109,4918,3149,0.9938,0.1625,0
271,1652,5683,0.5797,0.164,4
91,174,6359,7.4993,0.1519,4
204,2199,4622,3.4379,0.1563,2
406,4501,4241,0.9955,0.1507,3
117,6042,952,1.1565,0.1472,4
70,1221,4535,1.8303,0.1485,3
461,2849,6906,1.8219,0.1454,1
32,3490,1979,1.9024,0.1479,1
183,6635,403,0.8357,0.1638,3
461,271,6359,0.694,0.1559,1
185,2456,6359,1.1083,0.1726,1
346,3860,5328,0.7129,0.1721,2
124,4161,4535,0.7426,0.1595,1
72,7502,1117,0.6778,0.1679,3
191,294,59,0.6762,0.1525,3
315,903,2425,1.2112,0.1688,0
42,897,1222,0.6235,0.1548,2
188,174,2317,2.9442,0.1431,4
142,6118,7607,0.9239,0.147,3
384,7126,2049,0.8492,0.1635,0
132,1248,3952,1.1718,0.1648,2
308,7139,971,1.0027,0.1609,2
10,952,4254,1.2474,0.1728,4
74,634,6141,0.5764,0.1655,0
86,1650,5257,1.862,0.1411,0
278,664,2863,1.6727,0.1433,3
308,5021,5700,1.4693,0.1562,2
375,5514,35,4.5699,0.1494,4
420,7061,3008,2.1767,0.1518,2
20,3911,4895,2.1661,0.161,4
24,1221,961,2.7499,0.1703,0
253,3307,877,0.9775,0.149,3
396,3244,3008,2.0106,0.1502,2
289,908,4744,0.7504,0.1719,0
263,5102,2393,0.8728,0.1723,1
181,2199,1390,2.1594,0.1417,4
284,5760,6954,1.3197,0.1633,3
141,179,3330,4.6352,0.1533,3
491,173,5269,1.9278,0.1631,3
480,3910,3311,0.9353,0.1642,0
188,1243,5423,3.3957,0.1428,4
374,1221,1734,2.5726,0.1561,2
190,1103,6459,1.1204,0.1646,1
112,2199,5696,5.8289,0.1451,3
473,2849,2036,2.3837,0.1604,3
258,6118,2356,1.4143,0.1518,4
80,6118,775,1.6836,0.174,4
258,3244,3344,1.0443,0.1531,4
180,4628,1504,3.4456,0.1628,3
346,2198,2036,6.2825,0.1408,2
492,2198,620,7.1717,0.1507,4
432,252,2250,0.5585,0.1556,1
353,966,1979,4.5417,0.1576,0
370,1651,3279,0.6342,0.1591,3
351,3280,7354,1.7035,0.1622,2
150,3811,5331,0.5622,0.1709,3
334,3965,3149,1.0884,0.1491,4
338,4265,5648,0.6666,0.1534,0
123,69,3237,4.018,0.1456,0
321,1650,893,0.7865,0.1621,4
56,6042,6870,6.2144,0.1723,0
110,5514,2174,5.8085,0.1616,1
137,1582,31,0.839,0.1614,4
202,5128,3235,0.6733,0.1687,0
479,664,4586,0.8762,0.1583,3
39,1902,4535,4.5304,0.1548,3
1,6426,6035,6.202,0.1567,1
149,1243,2036,5.8691,0.1544,2
118,5021,4710,0.9723,0.1707,3
79,1221,4535,2.0312,0.1629,3
372,4575,4840,3.4974,0.1413,2
167,69,4535,5.0755,0.149,3
406,7126,2096,1.0055,0.1504,3
246,1902,4962,2.7395,0.1507,4
447,4137,5127,0.7483,0.1659,1
249,7061,3149,1.3586,0.1507,2
71,1252,6572,3.3381,0.1739,0
289,244,2356,1.169,0.1608,0
150,3812,5466,0.5538,0.1714,3
154,5431,2371,4.7475,0.1596,2
156,2198,3227,4.4236,0.1495,0
399,1242,7627,2.9439,0.1706,0
333,5270,3149,1.8447,0.1533,0
270,3244,6543,2.5533,0.1741,0
334,5451,2632,0.7951,0.1725,4
204,5012,51,0.8049,0.1667,2
237,174,5683,2.4158,0.1595,2
8,5515,6612,5.2467,0.1367,4
335,3244,2109,0.9642,0.1697,0
344,4840,7575,0.6062,0.1661,4
183,5515,6459,4.3134,0.1306,3
491,5128,97,0.7361,0.1717,3
188,2068,1308,0.57,0.1657,4
10,4295,4590,1.1893,0.174,4
371,5431,4120,4.1095,0.1541,4
182,5514,3952,9.7456,0.1403,3
123,7126,2096,1.0305,0.1616,0
37,6426,7118,1.1729,0.1488,2
97,2198,1222,5.5894,0.1529,0
269,3244,6568,1.7319,0.1745,2
383,259,3916,0.5555,0.1672,2
230,1055,97,0.7184,0.1651,0
188,1122,3066,0.7836,0.1572,4
277,4575,620,2.6795,0.1398,4
458,5021,5505,1.7528,0.1648,2
489,846,2837,0.9875,0.162,4
440,1576,2096,0.5802,0.1709,4
7,1902,956,2.7726,0.1589,1
219,252,953,0.7899,0.1587,3
267,4575,5269,7.8386,0.147,2
461,908,3644,0.9325,0.1514,1
14,69,5269,4.2802,0.1446,2
92,5452,2861,0.619,0.1694,2
173,5270,4018,2.9368,0.1611,0
490,952,1517,1.1378,0.1739,4
33,4021,1619,1.6094,0.1644,3
443,252,7270,0.5977,0.1722,0
139,806,2036,6.9683,0.1562,3
341,3945,6359,1.2995,0.1559,3
130,248,5642,0.6897,0.1663,3
149,2540,3145,7.8648,0.1487,2
188,4106,2624,0.6828,0.1615,4
490,4918,4219,2.2916,0.1697,4
471,3911,720,1.4357,0.1428,1
323,1909,959,4.5608,0.1459,4
385,6426,4051,1.3903,0.1637,3
81,5270,3229,1.4268,0.1421,3
368,1924,742,0.7812,0.1657,3
481,1902,5268,2.9109,0.1499,4
383,1116,4675,0.5528,0.1687,2
404,3945,620,1.1187,0.1363,0
375,429,7117,4.2405,0.1496,4
377,172,1979,1.0232,0.1472,2
128,664,4051,1.2412,0.1617,1
480,3490,392,1.4058,0.1607,0
6,5431,6101,13.8081,0.1478,1
189,6426,2163,2.1617,0.172,3
479,806,2833,2.0476,0.1449,3
623,3947,1300,0.9356,0.1616,3
368,1909,910,5.3209,0.1363,3
326,69,3229,2.2427,0.1653,1
62,639,36,0.9308,0.173,0
29,1106,6870,0.9584,0.1629,3
315,2540,2860,4.9956,0.1472,0
285,4161,1541,0.9527,0.1654,3
140,1880,1296,0.6315,0.1726,4
405,3451,2096,1.3088,0.1548,2
94,4228,4128,0.5705,0.1743,0
461,4724,2626,0.8871,0.1528,1
119,4575,6612,4.5026,0.1559,3
188,6634,2046,0.7986,0.1568,4
468,3280,2238,1.0861,0.155,4
32,1103,3229,4.0195,0.1384,1
249,903,5648,0.7631,0.1602,2
461,252,5531,0.5965,0.157,1
268,69,553,3.6063,0.1549,4
228,1244,5683,3.5664,0.1617,3
188,7509,3854,1.3254,0.1498,4
420,3047,3411,0.8374,0.1613,2
137,657,1208,1.2946,0.1594,4
471,2198,959,3.2108,0.135,1
356,3945,1478,2.3827,0.146,0
466,7061,6552,1.8785,0.1686,3
312,4501,4798,0.7483,0.1735,3
232,4130,3411,1.0692,0.1483,3
3,175,4535,0.9339,0.1528,4
74,5114,2380,0.7937,0.1588,0
422,2915,4068,0.6428,0.1566,4
78,1242,3145,2.9426,0.1476,3
185,3047,5518,1.8214,0.1693,1
175,5375,7650,0.8253,0.1688,3
311,2198,6101,4.894,0.1525,3
337,3280,6954,0.6889,0.1601,0
94,7607,7690,0.5864,0.174,0
10,908,6101,1.5151,0.1684,4
78,7126,6359,0.8751,0.1613,3
401,2252,2670,0.9565,0.1454,1
41,179,4492,2.1381,0.1663,3
230,3682,7352,0.7583,0.1633,0
7,5514,20,3.5803,0.1538,1
256,2252,5259,0.6509,0.1712,3
185,6550,7231,1.3906,0.1705,1
25,179,1615,5.2566,0.1706,0
356,252,248,1.1875,0.1623,0
98,294,3130,0.8582,0.1709,2
37,3910,5507,1.2948,0.1456,2
246,1244,392,3.3687,0.149,4
230,3813,5360,0.6947,0.1655,0
84,5514,6388,7.166,0.1544,1
234,5431,7226,9.9642,0.159,3
262,1478,4590,0.7454,0.171,0
128,5514,248,2.7792,0.1553,1
59,966,2258,3.9773,0.1552,2
334,5480,1517,0.8362,0.165,4
310,5431,6101,6.089,0.1407,3
142,4415,1264,2.3661,0.1405,3
456,846,1300,5.7427,0.168,4
234,806,1833,12.0539,0.1578,3
139,5431,7117,9.7716,0.1494,3
188,3455,2905,0.6741,0.1622,4
276,6118,5269,1.9161,0.1522,1
364,69,5500,1.3231,0.1416,2
466,966,2670,2.3155,0.1652,3
128,1246,1649,0.631,0.1704,1
324,1902,6390,2.6867,0.1587,3
390,1252,7570,1.1264,0.1733,3
175,3279,2078,0.6518,0.1722,3
229,617,4338,0.5532,0.1728,1
227,5515,1190,9.4591,0.1378,4
110,966,3130,3.8163,0.1679,1
255,5270,20,1.4117,0.1701,2
297,266,7328,0.5748,0.1709,4
353,5760,6954,1.6886,0.1731,0
461,4134,3961,0.5703,0.1578,1
351,3911,5312,4.6291,0.1579,2
167,4575,2174,6.087,0.1485,3
341,1103,4817,2.8456,0.1475,3
471,664,6067,1.303,0.1435,1
7,4629,6295,1.133,0.1634,1
350,1650,7133,0.8541,0.164,0
349,908,6456,1.52,0.1679,3
126,1242,6209,3.9074,0.1625,0
415,5515,7104,9.4462,0.1406,1
409,1221,6765,2.8463,0.1735,2
141,2762,6668,0.7205,0.1672,3
337,5081,7118,3.3308,0.1457,0
477,1902,3149,4.8503,0.1635,2
74,7096,6175,0.5642,0.1666,0
283,5515,702,2.9017,0.1371,4
7,5515,2727,4.6193,0.1523,1
150,406,6175,0.7496,0.1648,3
405,5270,6552,4.1936,0.1478,2
401,1909,35,2.3445,0.1401,1
103,5081,7117,2.7325,0.1494,1
167,6428,5302,1.9832,0.159,3
391,5376,5696,0.7244,0.1509,2
266,897,2238,0.7225,0.1693,1
58,1902,5375,2.0601,0.1531,2
478,5081,35,2.7503,0.1522,4
150,6388,6352,0.6459,0.1683,3
151,2198,910,9.3235,0.1485,1
349,1651,3036,1.1887,0.174,3
445,3910,7402,1.0204,0.1564,1
190,5081,6359,0.9274,0.1655,1
147,4137,2795,0.5643,0.1746,0
137,179,447,4.8765,0.1532,4
375,2849,6765,2.4254,0.1584,4
62,664,1185,1.6006,0.1685,0
60,4415,5500,1.4198,0.1358,1
356,3874,893,1.9117,0.1503,0
92,5453,2192,0.6293,0.1684,2
383,3178,4961,0.7434,0.1593,2
396,69,3229,4.6824,0.1423,2
308,3732,5440,0.7507,0.1648,2
249,6550,2859,0.6466,0.1616,2
316,155,870,0.8927,0.1609,2
326,1221,6062,1.3718,0.1713,1
209,897,392,2.4524,0.1698,2
152,5431,6209,5.3511,0.1403,0
166,3047,7434,1.2433,0.1683,1
234,1243,5349,4.5873,0.1687,3
447,1909,5268,3.2698,0.1483,1
278,903,1475,0.8632,0.1493,3
185,4492,2979,1.0605,0.1731,1
188,4121,2448,0.6825,0.1617,4
188,7607,1276,0.8422,0.156,4
146,4747,5327,2.1853,0.1736,4
316,4021,2604,1.191,0.1538,2
92,5455,1214,0.5714,0.1726,2
458,966,238,2.5203,0.1638,2
179,177,7063,1.0972,0.1691,0
277,5760,4891,0.9696,0.1592,4
167,179,5683,3.4257,0.1552,3
280,720,1705,0.7828,0.1727,0
447,2849,3145,2.1137,0.1523,1
181,69,1264,2.7116,0.139,4
110,4575,3008,6.7179,0.1593,1
422,908,5696,0.7646,0.1534,4
159,69,3149,6.3073,0.1368,1
344,2252,1603,2.0214,0.1533,4
315,1664,3805,1.3036,0.1676,0
112,6426,7557,2.5237,0.1598,3
78,970,1300,0.9038,0.158,3
12,3911,4406,2.0655,0.1535,1
74,2604,3587,0.5787,0.1649,0
457,429,2456,3.5155,0.1426,4
289,3945,2174,2.236,0.1518,0
142,174,4535,0.6966,0.1494,3
344,5128,4157,0.7503,0.1626,4
29,6703,6704,0.7127,0.1714,3
33,5081,1979,5.025,0.1489,3
351,5504,4377,0.593,0.1719,2
350,609,2626,0.8046,0.1645,0
490,173,3239,7.7915,0.1594,4
249,2252,742,1.1155,0.1541,2
420,639,3343,0.9578,0.1596,2
284,3940,5540,1.0819,0.1663,3
249,2604,51,0.5598,0.1696,2
3,5515,6209,5.9684,0.1394,4
241,1245,2972,1.4308,0.1639,1
148,3127,2156,0.6031,0.1547,1
140,1909,717,6.0764,0.1562,4
74,2670,7209,0.556,0.1671,0
83,3244,164,1.1208,0.1698,1
237,1902,3411,5.2953,0.1501,2
172,4575,3145,4.0219,0.1619,1
351,987,1426,0.6736,0.1695,2
289,5434,1059,1.777,0.1554,0
8,1582,423,0.8429,0.1734,4
79,7061,1580,0.6472,0.17,3
253,5431,1264,5.1827,0.1396,3
92,1116,4728,0.612,0.1698,2
427,903,6884,0.6418,0.1561,2
72,3911,2036,1.1659,0.1612,3
128,5760,3266,1.068,0.1645,1
177,639,910,1.0303,0.1322,3
324,4415,6359,3.2419,0.1577,3
193,5760,1504,0.8672,0.1661,0
179,429,674,5.8859,0.1476,0
247,252,1833,1.1739,0.1605,1
260,172,2579,1.9447,0.1733,0
146,1103,7118,7.0197,0.1568,4
89,1656,5683,0.6252,0.1537,4
229,908,3719,0.631,0.1715,1
74,903,2561,0.7088,0.1618,0
175,5515,3885,8.1922,0.1498,3
481,3910,2036,0.9912,0.1597,4
391,174,4535,1.2291,0.1417,2
227,908,5582,0.7466,0.1636,4
205,1909,5269,21.5211,0.1455,4
174,1902,221,2.3714,0.1268,3
55,5434,971,1.2737,0.1583,3
124,3490,7118,0.8174,0.1586,1
367,5431,1651,2.7207,0.136,4
289,2199,5690,2.1665,0.1521,0
72,639,5505,0.8402,0.1649,3
130,6164,4829,0.6445,0.168,3
202,4918,1580,0.9185,0.166,0
97,1245,5683,1.2946,0.1669,0
119,639,6552,1.5663,0.1708,3
23,5505,1119,0.6475,0.1621,3
368,6429,3343,1.3358,0.1567,3
471,429,4134,4.6705,0.1335,1
284,4499,7557,0.9899,0.1682,3
52,5081,5269,2.703,0.1585,2
202,4492,1396,0.7582,0.1672,0
349,6550,6955,1.6038,0.1674,3
440,4414,1300,0.7219,0.1662,4
125,3178,3917,0.7789,0.1444,1
350,1909,1264,6.5774,0.144,0
137,5500,388,0.7797,0.1619,4
150,50,6652,0.6365,0.1687,3
20,4750,1918,1.3988,0.1639,4
102,5021,2604,1.6218,0.1556,0
102,2849,1264,1.6333,0.155,0
281,6428,1476,1.4982,0.1669,0
308,7126,2126,0.8066,0.1646,2
150,5813,2500,0.5549,0.1712,3
457,6429,985,1.2562,0.1739,4
312,4415,4018,2.5521,0.162,3
146,179,3130,4.8651,0.1633,4
140,1037,1014,0.5686,0.1741,4
257,6635,5327,0.8478,0.174,4
216,4575,5337,2.6262,0.1484,0
270,3874,7226,2.4701,0.1748,0
492,5431,910,5.5602,0.1561,4
141,4295,2109,0.9841,0.1649,3
429,429,4394,7.3915,0.1564,2
154,429,3142,7.501,0.1518,2
246,806,3952,5.4864,0.1434,4
81,1650,1390,0.7024,0.1465,3
32,4137,6359,0.7537,0.1604,1
384,1106,2972,0.6574,0.1666,0
206,7126,1524,0.6766,0.1427,1
249,3280,3130,0.638,0.1624,2
258,806,1199,2.3487,0.135,4
478,5270,6612,3.0026,0.1471,4
480,176,3567,1.0386,0.1622,0
246,2456,2513,0.5898,0.1595,4
139,1245,1119,2.7973,0.1707,3
204,3280,1504,1.0544,0.1629,2
43,664,4892,2.22,0.1597,4
166,6550,6456,1.5567,0.1647,1
185,2252,1996,1.6902,0.1697,1
377,429,6459,4.7763,0.1253,2
260,4628,6456,2.6393,0.1704,0
77,1103,2174,3.2946,0.1625,3
261,1103,2049,8.6702,0.1637,0
137,5270,2096,6.5104,0.1496,4
445,2849,2016,8.6348,0.147,1
200,5515,1642,4.3118,0.1365,1
207,173,4018,1.6439,0.1446,4
175,903,4406,1.6416,0.1637,3
147,6390,1231,0.5839,0.1731,0
395,5270,3237,0.7821,0.1429,0
177,5270,1074,2.2554,0.1258,3
336,1909,4817,11.5675,0.1341,2
177,1649,1264,0.6946,0.1359,3
420,5021,6765,2.4976,0.1518,2
184,177,1814,1.1466,0.1579,2
279,3940,163,1.0194,0.1494,3
189,2198,4134,6.5574,0.1495,3
422,1650,2835,0.567,0.1615,4
137,6635,5644,1.2608,0.1596,4
308,3451,1917,0.7114,0.1654,2
146,846,248,4.218,0.1655,4
445,2456,1855,0.5674,0.16,1
152,3307,1814,0.7984,0.1545,0
68,7607,5156,0.7655,0.1719,1
238,1221,1504,4.9569,0.1733,1
49,1243,5696,5.5306,0.1665,2
125,294,4406,0.5665,0.1493,1
227,5021,2982,2.1524,0.1591,4
238,5514,3411,8.2653,0.1638,1
387,1576,7118,0.7471,0.144,4
188,6334,6923,0.6453,0.1626,4
383,5514,3041,1.7303,0.1433,2
130,3874,1956,2.1835,0.158,3
261,806,4535,16.835,0.1524,0
227,1245,3782,0.8241,0.1627,4
209,5514,3130,7.0688,0.1589,2
333,7126,4535,0.957,0.1594,0
59,1103,742,6.7349,0.1525,2
224,5021,893,1.7513,0.1621,0
180,1909,1979,6.2957,0.1532,3
308,5431,6703,5.6803,0.1295,2
490,179,6884,5.7485,0.1643,4
103,903,2036,0.7935,0.1561,1
234,7061,3056,2.6374,0.1725,3
333,5376,7118,1.0969,0.1585,0
137,1244,776,2.8874,0.1556,4
24,6118,859,2.5902,0.1713,0
12,175,1478,1.105,0.1598,1
489,6703,2559,0.5789,0.1679,4
431,966,1141,1.3726,0.1722,2
265,2703,2419,0.7018,0.1637,2
408,2597,5302,0.6906,0.1618,2
253,7061,6732,1.3737,0.145,3
68,4628,4018,3.1625,0.1543,1
119,179,4591,1.8414,0.1681,3
342,5760,298,1.2473,0.1743,4
231,3178,5500,0.595,0.1571,2
285,5270,1300,6.6342,0.1285,3
401,2540,3145,1.9155,0.1412,1
249,5270,3343,3.0932,0.1457,2
432,4575,221,1.7568,0.1414,1
368,4415,3034,2.3584,0.1489,3
3,806,5268,6.3079,0.1391,4
140,3951,2582,0.5649,0.1742,4
227,6428,7245,2.5324,0.1583,4
193,5510,1619,0.6129,0.1725,0
232,4068,6870,0.5678,0.1617,3
492,664,2439,1.4487,0.1737,4
9,5515,3952,3.9938,0.147,3
491,806,34,4.5793,0.1507,3
84,3911,2130,3.6121,0.1707,1
377,173,2036,1.5032,0.1436,2
220,173,720,1.4791,0.1479,3
415,5270,624,3.8595,0.1435,1
126,3853,2795,1.0371,0.1745,0
256,3940,6456,0.7421,0.1677,3
206,3280,5683,0.5953,0.146,1
284,4021,893,1.2833,0.1636,3
203,1252,971,0.9625,0.1594,2
265,7402,1946,0.6479,0.165,2
271,3947,2250,0.6209,0.1606,4
202,5257,983,0.6635,0.1723,0
74,6280,2572,0.5578,0.1669,0
67,3047,51,0.9108,0.1627,4
480,1909,4730,6.8564,0.1375,0
59,1243,6884,2.5698,0.1572,2
308,4492,4732,0.8535,0.1632,2
67,3874,2679,1.0112,0.1612,4
114,418,51,0.6383,0.1576,2
344,4414,2079,1.611,0.1549,4
159,1103,2036,6.2796,0.138,1
210,2540,3917,3.8715,0.1439,0
265,5220,2010,0.7931,0.1613,2
266,1245,7206,1.1111,0.1677,1
147,2849,4492,3.5712,0.133,0
86,1651,7206,1.1409,0.1624,0
230,5268,2639,0.8123,0.1632,0
357,244,372,3.71,0.1654,3
343,69,7685,3.675,0.1522,0
188,3315,4200,0.8865,0.1555,4
297,6288,6711,0.7605,0.1671,4
333,5475,1504,0.6725,0.1685,0
255,2849,6635,1.4942,0.1679,2
47,5021,3951,0.5679,0.1543,4
141,4130,5800,0.5773,0.1722,3
150,908,4407,1.2916,0.1569,3
269,5270,4892,4.3925,0.1631,2
34,4414,1396,1.9886,0.157,2
333,1902,720,2.6491,0.1519,0
238,2199,5683,6.1603,0.1708,1
406,429,4122,6.7488,0.1189,3
10,897,4795,3.2785,0.1574,4
119,1902,3952,2.5287,0.1659,3
316,1582,1390,1.9587,0.15,2
406,639,6884,1.6169,0.1438,3
455,1623,139,2.1273,0.1733,0
285,4575,720,9.2686,0.1224,3
434,5102,1814,1.0835,0.14,2
294,5257,4892,0.7584,0.1538,0
461,1243,6295,1.2817,0.1489,1
140,3259,4811,0.8836,0.1692,4
247,172,5696,1.7797,0.1536,1
23,6042,2174,2.9866,0.1523,3
23,173,483,1.7756,0.156,3
344,6309,2528,0.6733,0.1646,4
117,1221,3149,1.871,0.1419,4
29,897,901,2.5086,0.1519,3
276,1409,5683,0.5704,0.1661,1
368,4914,51,0.9998,0.1612,3
625,3945,4295,1.2658,0.1437,0
211,1016,4669,0.7568,0.1667,3
77,7061,5696,1.5999,0.1736,3
230,6635,1283,1.6206,0.1584,0
23,2866,4278,0.6119,0.1632,3
86,3947,5765,1.0611,0.1684,0
335,2199,4811,4.9164,0.1563,0
32,3216,6954,0.692,0.1624,1
154,806,7344,3.6472,0.1661,2
139,4414,51,1.3958,0.1741,3
384,5515,967,2.9378,0.1451,0
377,2995,4892,0.6102,0.1572,2
147,4747,51,1.14,0.1485,0
346,7139,6388,1.7417,0.1566,2
270,174,3246,4.0645,0.169,0
370,5081,3229,3.515,0.143,3
306,806,6359,11.5587,0.1524,4
89,4137,1300,0.8048,0.1476,4
14,252,51,0.9877,0.1638,2
405,5376,1619,0.7377,0.1653,2
246,175,67,0.925,0.155,4
279,3047,5505,1.2583,0.1485,3
202,252,2915,1.1875,0.1634,0
430,1103,1787,2.9379,0.1624,3
335,175,1984,2.0252,0.1675,0
139,4750,3279,4.1832,0.1666,3
166,1582,7025,1.0639,0.1689,1
34,5514,1222,7.5431,0.1457,2
74,5469,2020,0.5768,0.1654,0
