herb,positive_target,negative_target,positive_score,negative_score,fold
67,4295,7424,1.0264,0.1609,2
209,806,2174,10.2897,0.1529,1
12,806,3951,5.8233,0.1338,3
351,4021,5718,1.0779,0.1646,1
146,4750,51,2.7537,0.1706,0
406,7126,2096,1.0055,0.1504,2
415,4415,1866,7.017,0.143,0
253,1531,4168,0.705,0.1531,1
77,429,910,7.9416,0.1492,0
91,179,742,8.7275,0.1492,0
412,6428,17,3.2767,0.1678,3
456,69,2174,6.89,0.1674,0
290,1242,3344,2.5396,0.1351,2
156,6118,413,2.0404,0.1704,4
450,3911,1649,0.9188,0.1612,3
385,2762,7118,1.0112,0.1706,0
178,175,510,1.2276,0.1494,2
7,3910,1390,0.5702,0.1671,2
446,3911,1222,1.8725,0.1626,1
29,6428,6062,1.0739,0.1603,1
184,5270,5500,4.2063,0.1463,2
436,1242,2604,2.813,0.1589,4
384,3940,5224,0.6278,0.1672,0
338,5268,1478,0.6535,0.154,3
59,3910,6801,2.3001,0.159,3
215,5760,5696,1.458,0.1703,1
154,1909,113,4.5418,0.1648,1
125,3945,6209,1.7653,0.1388,4
281,173,2860,2.9674,0.1605,1
178,1909,4636,2.2866,0.1427,2
137,4918,3638,2.0099,0.1574,2
166,4415,1300,6.907,0.142,3
67,5515,248,8.3314,0.1362,2
460,172,4406,0.7217,0.1622,4
370,3490,4051,0.8501,0.1568,4
206,6635,2696,0.5902,0.1472,1
285,5514,620,8.4046,0.1253,3
176,1623,7226,0.8252,0.1721,4
234,179,446,4.6445,0.1676,0
228,1902,6765,4.4961,0.1526,1
230,1055,97,0.7184,0.1651,3
188,7463,6892,0.5584,0.1661,1
258,4918,1008,0.7882,0.1577,1
121,6118,943,2.4171,0.1732,1
346,6287,4218,0.6408,0.1749,3
256,908,6929,0.7964,0.1665,2
333,3874,4406,1.6152,0.1566,3
116,172,2157,2.4666,0.1721,4
179,689,446,0.6002,0.175,4
92,3945,7407,1.564,0.1584,4
351,5434,6267,2.4387,0.1602,1
372,3911,4406,1.1582,0.1533,4
458,429,1264,5.4422,0.1562,1
390,5270,6938,3.6986,0.163,1
460,174,4492,0.9282,0.1599,4
203,6550,7231,0.6582,0.1683,2
309,174,6543,1.9228,0.1745,2
137,2199,3954,4.1601,0.1538,2
137,5431,3237,15.2124,0.1347,2
74,5469,2020,0.5768,0.1654,3
202,3910,4817,1.6816,0.1565,3
490,3853,5582,1.8563,0.1706,2
315,2540,2860,4.9956,0.1472,0
390,1243,3840,2.9088,0.1655,1
346,1650,6456,0.7677,0.1703,3
227,4499,5863,0.9995,0.1618,3
353,5431,720,6.2747,0.151,2
415,639,3540,1.2646,0.148,0
86,3947,5765,1.0611,0.1684,4
188,2042,6405,0.7124,0.1604,1
179,1902,3474,3.6523,0.1613,4
8,1623,4068,1.195,0.1659,3
334,5482,5349,0.8252,0.1669,2
481,2199,3411,1.0494,0.1577,2
14,3945,720,4.3649,0.1443,4
294,3945,6552,1.9106,0.1422,0
6,6118,6175,2.9682,0.1688,2
331,1909,6209,2.4042,0.1399,2
374,3047,4901,0.7576,0.1694,2
285,178,285,0.8894,0.1672,3
284,3307,5696,1.3452,0.1593,3
74,352,5872,0.5542,0.1672,3
309,155,5135,2.1645,0.1712,2
315,966,1300,5.2585,0.1461,0
271,897,4018,1.4012,0.1492,2
406,3451,2696,1.5529,0.144,2
420,639,3343,0.9578,0.1596,2
257,5270,4817,3.7843,0.1596,0
341,4628,2604,2.0178,0.1513,3
100,4161,6913,0.5508,0.1572,3
67,4121,522,0.7595,0.1654,2
258,639,3739,0.868,0.1568,1
335,1248,7132,1.469,0.1684,2
210,4501,7402,0.5662,0.1714,2
204,5431,6612,6.9376,0.138,3
47,3945,1222,2.1291,0.1427,3
230,2173,5802,0.5745,0.1681,3
65,5514,6612,4.1619,0.1518,1
203,902,392,0.9956,0.1579,2
80,5270,7402,3.7494,0.1665,4
39,5515,6612,17.1129,0.1386,4
97,172,3041,1.9735,0.1644,4
94,3947,3213,0.9121,0.1689,2
477,5270,720,5.3247,0.1621,0
3,4575,1264,3.0948,0.1437,0
420,3911,1300,1.66,0.1545,2
375,2540,1059,2.274,0.1606,2
188,2372,5065,0.7103,0.1604,1
429,172,5696,3.1644,0.1639,2
477,806,4840,10.5241,0.154,0
55,5475,5152,0.7513,0.1693,4
183,5102,291,0.8672,0.1603,2
200,2199,4636,1.3016,0.1498,3
12,3911,4406,2.0655,0.1535,3
466,1902,5259,2.6731,0.1638,3
150,1650,251,0.6088,0.1698,1
351,6635,5790,1.2861,0.1635,1
122,5105,7450,0.57,0.1669,0
56,2198,1300,15.7757,0.1556,3
271,1902,35,2.2109,0.1459,2
130,4501,3069,0.7551,0.1658,1
31,4415,392,8.2437,0.1547,3
370,2198,6209,4.3263,0.1403,4
308,69,3952,3.3753,0.1508,1
55,4575,6552,5.6021,0.1444,4
395,1103,1642,2.1937,0.1368,1
191,6935,406,0.5543,0.1535,4
260,903,3784,1.6116,0.1744,0
336,3911,1274,4.6276,0.1575,1
78,1248,3279,0.8074,0.1634,1
137,2794,37,0.5564,0.1645,2
29,294,2606,0.7593,0.1707,1
276,5021,1300,1.0145,0.1595,1
440,7606,4051,0.6624,0.1702,0
270,5514,4018,8.5844,0.1598,0
101,5270,2915,4.0001,0.1527,3
74,5836,7175,0.7326,0.1607,3
215,897,2494,2.2146,0.1684,1
81,252,3008,0.6261,0.15,4
134,5760,7635,1.7604,0.1701,1
142,3490,4001,0.6253,0.1512,2
124,2849,2036,1.1702,0.1548,3
97,3945,6101,3.3426,0.1611,4
422,902,1008,0.7607,0.1536,4
124,6550,4817,0.6546,0.1612,3
181,3216,6034,0.5799,0.1634,1
200,3047,2860,0.7676,0.155,3
56,4575,5302,11.7468,0.168,3
234,6118,893,5.8641,0.1665,0
297,4724,4234,0.8299,0.1664,2
67,1733,3049,0.6433,0.1674,2
112,4576,3049,1.0262,0.1671,0
94,5102,3884,1.1153,0.1672,2
227,7061,7317,1.8575,0.1593,3
349,5259,3239,1.2385,0.1728,3
78,4575,1264,2.7062,0.1486,1
72,846,3349,1.1148,0.1622,3
265,3451,5629,1.2765,0.1509,3
401,69,1264,1.7662,0.1421,3
289,252,3406,1.0361,0.1636,4
297,1148,6568,0.9956,0.1644,2
237,5514,3149,5.3166,0.1472,0
140,4840,2102,1.2119,0.1665,4
140,4574,2953,0.8728,0.1694,4
237,3307,6035,1.3137,0.1684,0
162,5081,1059,3.4876,0.1658,3
461,4628,3952,1.7378,0.1458,2
134,174,6543,4.1002,0.1603,1
140,6118,6321,2.7096,0.1626,4
231,5515,3952,3.7321,0.1436,1
177,5375,3237,0.7892,0.1338,0
153,806,2604,14.2534,0.1462,2
59,966,2258,3.9773,0.1552,3
440,2866,4018,0.6509,0.1707,0
141,244,821,2.0691,0.1592,1
445,69,910,10.4213,0.1427,1
65,664,3277,1.0736,0.1681,1
10,6550,891,1.188,0.1741,4
122,4492,160,0.5937,0.166,0
188,3303,5462,1.4084,0.1494,1
150,5505,2525,0.8582,0.1635,1
47,3911,3008,1.2725,0.1469,3
94,4629,5629,2.6487,0.1621,2
311,69,3813,3.3471,0.1623,2
142,179,3008,1.168,0.1467,2
309,7061,4961,1.9675,0.1719,2
100,1504,7270,0.5693,0.1546,3
256,69,2173,3.3838,0.1473,2
455,1902,4961,6.7049,0.1604,2
55,3285,1705,0.8121,0.1678,4
123,69,3237,4.018,0.1456,0
336,5514,7403,6.3584,0.1522,1
247,1252,1619,1.3038,0.1584,4
71,174,2579,3.3277,0.1741,3
445,4621,4817,0.7113,0.1578,1
110,1902,5507,3.9784,0.167,4
183,1902,1059,2.6578,0.1438,2
279,1252,7175,0.5835,0.1618,0
74,340,801,0.5532,0.1674,3
374,1909,1199,8.1174,0.1367,2
189,2812,6390,1.1438,0.1745,3
182,3910,5696,3.8247,0.1534,3
174,244,2036,0.633,0.1327,4
231,5431,4122,4.4488,0.1301,1
375,3945,1979,2.2914,0.1603,2
201,6042,6390,1.5926,0.1711,3
10,35,2862,1.1429,0.1749,4
119,3911,2249,1.2143,0.1736,4
159,1246,1705,1.2105,0.1623,1
372,69,4122,2.1431,0.147,4
376,69,5269,3.804,0.134,2
461,214,5302,1.0979,0.1503,2
253,806,35,5.3086,0.1376,1
128,806,6459,3.6237,0.1452,3
446,6429,5257,1.3666,0.1662,1
493,3940,3537,0.6069,0.1638,1
150,2315,7524,1.1872,0.1579,1
263,2198,3008,7.9762,0.1366,2
284,1116,4710,0.7508,0.1743,3
162,7126,1996,0.8113,0.1747,3
230,2244,5080,0.6038,0.1677,3
241,174,1979,1.6682,0.1618,4
179,1909,3404,7.4855,0.1464,4
210,970,7239,0.9611,0.1609,2
459,897,2670,2.0165,0.1639,1
344,3945,7635,7.1247,0.1502,2
146,3945,3411,5.5446,0.1611,0
94,3178,3290,0.5715,0.1743,2
401,966,4730,1.8884,0.1415,3
89,4137,1300,0.8048,0.1476,4
267,429,720,8.481,0.1468,3
260,1902,6359,3.4371,0.164,0
210,252,5531,0.9172,0.1615,2
371,7237,2126,0.5566,0.1714,0
78,2540,3237,4.0915,0.1463,1
391,175,1008,0.6321,0.1556,0
97,69,674,5.8245,0.1486,4
349,1902,5683,5.6812,0.1505,3
23,1221,256,3.1704,0.1508,4
89,5220,1059,0.644,0.1499,4
343,1242,5257,2.2685,0.1625,4
286,6428,3374,2.4453,0.1572,0
211,4269,6884,0.6002,0.1697,2
374,3307,4120,0.9383,0.1671,2
357,1244,6884,5.1981,0.1602,2
209,6042,6954,3.822,0.1675,1
150,6388,6352,0.6459,0.1683,1
459,69,910,5.3775,0.1559,1
263,429,6552,8.5932,0.1365,2
406,7509,3266,1.0799,0.147,2
154,1242,3147,3.2325,0.1668,1
346,1664,4694,0.9826,0.1674,3
112,2849,51,5.5959,0.1474,0
230,2762,7403,0.7197,0.1651,3
432,3911,7502,1.3255,0.143,0
258,5515,4730,3.0482,0.1334,1
478,7061,6765,0.817,0.1614,4
135,172,59,3.8159,0.1696,4
135,1103,27,5.3673,0.1655,4
175,2866,4812,0.8493,0.1683,2
289,3178,3266,1.2197,0.1599,4
188,5515,624,8.9002,0.1409,1
134,1243,2096,7.0194,0.1503,1
445,1243,849,2.0859,0.1546,1
65,4295,2043,0.7365,0.1723,1
33,155,5696,1.9618,0.1594,2
297,2778,1954,0.5776,0.1704,2
232,3259,3130,0.6865,0.1544,3
47,1221,2036,1.5258,0.145,3
83,2315,589,1.2459,0.1691,2
190,4501,6460,0.7153,0.1709,1
353,2198,3237,7.6315,0.1468,2
406,69,2239,1.7877,0.1417,2
249,3451,7557,1.0834,0.1544,0
391,1902,5500,4.2698,0.1318,0
141,2597,1864,0.9,0.166,1
374,6550,6870,0.9941,0.1669,2
74,1123,3019,0.5662,0.1664,3
32,4415,720,3.3376,0.1417,0
96,69,5075,3.617,0.1467,0
445,7061,1554,0.649,0.1589,1
116,664,1396,2.7494,0.1702,4
450,3244,5118,1.0489,0.1603,3
253,3244,7635,2.0555,0.1445,1
444,1103,14,1.4633,0.1543,1
429,5021,5531,1.84,0.1692,2
265,3940,4792,0.9091,0.157,3
147,5505,5690,0.7547,0.1622,4
308,5270,1478,2.7043,0.1518,1
286,908,2129,1.4151,0.1672,0
167,3945,3952,2.9901,0.156,3
89,5021,1264,1.4792,0.1388,4
343,6426,3496,1.6764,0.1666,4
346,1148,4829,0.6927,0.1729,3
142,429,6612,3.2533,0.1338,2
276,1243,3008,1.2977,0.1566,1
349,806,6359,11.4675,0.1431,3
252,69,5500,4.4539,0.1389,1
324,179,1979,1.7659,0.165,3
140,7606,3961,0.7634,0.1707,4
94,174,466,3.3816,0.1605,2
625,5431,35,1.2288,0.1441,2
420,4612,1580,0.9191,0.1608,2
105,5270,6704,3.3236,0.1589,3
39,174,5648,3.3611,0.1581,4
472,69,702,2.8999,0.1387,0
217,664,628,0.6097,0.1571,2
285,1243,5272,1.6,0.1484,3
344,4161,4715,0.7036,0.1633,2
263,5128,3953,0.9706,0.1705,2
261,1909,6101,27.834,0.1467,0
432,5760,1059,0.6853,0.1517,0
166,4575,1979,8.8521,0.1412,3
453,69,702,3.8525,0.1526,1
387,69,7117,1.8739,0.1345,4
489,1244,5207,1.813,0.1553,2
84,3911,2130,3.6121,0.1707,0
456,5081,5507,9.6091,0.1607,0
222,69,6552,5.6342,0.1657,4
88,1244,6884,3.4336,0.1713,3
234,4628,6704,9.4175,0.1598,0
457,966,6551,1.3316,0.1738,2
335,174,724,4.1564,0.1621,2
139,639,893,1.3817,0.1746,1
77,5760,772,1.2567,0.1745,0
282,6042,3008,2.852,0.1447,1
446,429,6612,9.6905,0.1525,1
247,1909,5269,9.1516,0.1377,4
408,3047,3130,0.9903,0.1466,0
403,5021,5269,0.9535,0.1468,1
265,1902,2668,2.8387,0.1435,3
434,4575,3145,4.6847,0.1302,0
429,639,1619,1.9736,0.169,2
346,7237,6704,0.7497,0.1705,3
263,2849,4892,3.6211,0.1476,2
277,664,1059,1.6468,0.1526,4
123,1902,3145,2.9068,0.1468,0
249,7509,3349,1.1408,0.1531,0
326,2540,423,1.6013,0.1696,2
94,772,394,0.6656,0.1723,2
171,173,1734,4.1216,0.1641,2
146,179,3130,4.8651,0.1633,0
175,3451,1979,1.2132,0.1658,2
97,2849,2129,4.2272,0.1565,4
289,5270,4492,3.1346,0.1474,4
175,223,6195,0.6859,0.1714,2
21,5431,4122,5.817,0.1413,3
202,5514,2389,5.1048,0.1501,3
350,2179,2953,0.5901,0.1687,2
468,3047,5986,0.7541,0.1625,3
183,5514,5700,3.0594,0.1409,2
147,174,1300,1.7669,0.1374,4
282,174,2174,1.9061,0.1468,1
94,2987,3588,0.6031,0.1736,2
422,5081,3145,3.0975,0.1346,4
351,5220,45,0.6589,0.1698,1
257,3874,3065,3.6929,0.1599,0
458,897,1979,1.4143,0.1651,1
467,173,7004,4.8179,0.1567,2
450,2812,7231,0.5873,0.1713,3
300,3244,6359,1.6884,0.1667,4
227,1924,6063,1.012,0.1614,3
74,3940,2354,0.6283,0.1626,3
249,664,6390,1.4984,0.15,0
334,244,1300,0.9878,0.1551,2
445,846,4682,6.309,0.1496,1
284,5431,6612,12.7996,0.134,3
175,5081,1264,6.6994,0.1568,2
91,3244,2258,5.7132,0.1628,0
448,897,1945,0.9849,0.1651,1
216,5515,983,2.8485,0.1429,3
220,2199,2727,2.0641,0.1452,4
184,252,2915,1.1063,0.158,2
268,5431,7607,8.7552,0.131,4
50,3307,1490,1.2092,0.1731,4
349,4575,2174,10.9139,0.144,3
343,5434,3412,1.2785,0.1722,4
490,1623,5,1.3995,0.1724,2
91,2199,5683,12.8816,0.1405,0
458,2199,5768,2.8258,0.1623,1
21,5760,3784,0.7768,0.1718,3
166,174,4961,2.2719,0.1609,3
184,1909,910,5.6275,0.1438,2
471,1623,4559,0.6608,0.1513,2
90,4575,6765,7.6241,0.1567,1
345,1909,6612,3.3008,0.1392,4
408,6550,3374,0.7536,0.1562,0
253,321,2863,0.9733,0.1491,1
180,1221,6954,2.5875,0.1683,1
445,175,2444,0.854,0.157,1
415,4575,7551,5.4886,0.143,0
49,173,97,3.4889,0.1712,3
101,4161,392,0.9401,0.1707,3
188,806,7434,6.6924,0.1413,1
72,7509,1396,0.6313,0.1708,3
140,5362,7620,0.761,0.1708,4
12,7509,6035,0.5746,0.172,3
258,3259,7339,0.5522,0.1676,1
377,3945,4612,2.4527,0.1399,0
357,177,4590,2.6624,0.1729,2
227,966,5768,4.038,0.1556,3
276,1909,4840,4.7194,0.1443,1
481,4575,1651,3.5049,0.1372,2
406,3280,4068,0.7459,0.159,2
377,5376,5696,0.5891,0.1576,0
226,1242,3344,1.8949,0.1469,0
171,1243,6359,6.3781,0.1571,2
370,2252,3008,1.1749,0.151,4
472,4575,666,2.3822,0.1423,0
471,5257,2174,0.8385,0.1494,2
156,429,6979,4.4667,0.1486,4
341,5760,2130,0.557,0.1685,3
444,3910,4891,0.7177,0.1618,1
181,5270,2036,1.9443,0.1434,1
257,897,4923,1.4667,0.1674,0
80,2540,3252,3.046,0.1676,4
229,5268,5709,0.5651,0.1721,1
374,4415,901,5.3932,0.1469,2
91,2849,5696,12.6072,0.1436,0
351,1122,3333,0.6175,0.1711,1
83,3280,6313,1.6573,0.167,2
7,4415,2478,2.1593,0.1611,2
80,1909,674,6.9786,0.1572,4
173,897,3349,1.8914,0.166,2
256,5475,4795,0.5658,0.1734,2
351,967,2214,0.6561,0.1699,1
21,4415,5540,2.8149,0.1642,3
311,4575,5500,3.029,0.1634,2
316,2762,4741,1.0142,0.1601,3
276,1651,5648,0.7735,0.1628,1
188,1116,4193,1.1702,0.1517,1
139,5081,3149,7.2956,0.1547,1
344,429,1222,15.2646,0.1459,2
183,4499,246,0.5943,0.1722,2
179,429,674,5.8859,0.1476,4
458,7509,6793,0.5958,0.1744,1
8,7061,5696,1.4249,0.1625,3
430,3911,6252,1.0591,0.1745,4
110,1242,6765,6.0298,0.1594,4
94,43,3226,0.7565,0.1698,2
113,2812,952,2.5258,0.1672,2
266,1246,6209,1.4232,0.1641,0
7,5431,983,2.6882,0.1591,2
246,1909,2891,8.6686,0.1306,4
489,179,2724,1.6669,0.1567,2
126,1909,7402,9.3942,0.1496,0
310,1242,6209,3.2525,0.1545,0
486,1103,3163,2.0359,0.1144,1
338,4265,5648,0.6666,0.1534,3
105,639,7651,0.8986,0.1695,3
182,1246,5689,1.5149,0.1655,3
344,5375,4033,0.8096,0.1624,2
409,6042,1222,3.9397,0.1685,3
134,903,1274,2.2627,0.1667,1
173,5514,2173,3.7518,0.1592,2
94,4575,5561,8.1361,0.1531,2
453,1242,2036,2.3527,0.1594,1
370,1902,1264,2.7903,0.1446,4
114,418,51,0.6383,0.1576,3
510,2915,5507,0.7052,0.1594,0
61,2849,2258,5.463,0.1655,1
371,69,6906,3.7453,0.1606,0
427,664,2696,0.6383,0.1564,3
310,4575,1222,2.9608,0.1625,0
83,6964,7291,0.8624,0.1735,2
211,666,7085,0.6198,0.1694,2
290,5514,3237,3.0683,0.1315,2
436,3396,6543,0.87,0.175,4
253,1582,6765,1.2308,0.1459,1
31,3945,7231,5.6745,0.1648,3
275,1650,3281,0.9188,0.1429,2
237,3940,4972,1.2444,0.1699,0
454,806,2862,3.0128,0.1527,2
335,5081,775,4.7229,0.1602,2
431,1221,1274,1.4142,0.171,4
215,7509,1959,1.0874,0.1741,1
67,5114,6609,0.7121,0.1662,2
247,174,1056,2.2856,0.1533,4
241,5514,3237,2.8675,0.1507,4
188,3184,1183,0.5671,0.1658,1
234,69,3343,7.6728,0.1616,0
341,178,1649,0.6959,0.1675,3
270,806,3149,12.9449,0.1495,0
461,1902,2490,2.1399,0.1446,2
246,1242,3343,5.1664,0.1441,4
176,3041,7078,0.7516,0.1748,4
274,5760,4622,0.8004,0.1637,3
42,2173,2670,0.5862,0.156,1
275,178,724,1.1008,0.1412,2
324,1244,7118,1.8539,0.1649,3
432,3307,4535,0.6331,0.1525,0
149,6042,7118,4.7505,0.1582,2
6,2198,2419,7.89,0.161,2
297,5050,1602,0.9112,0.1651,2
175,2762,4400,0.5943,0.174,2
376,846,2096,1.0916,0.1443,2
210,1909,6209,6.0241,0.1376,2
450,5431,7607,4.43,0.1431,3
408,5640,481,0.5984,0.1685,0
383,2995,2258,0.8497,0.1538,0
236,5375,5683,0.6089,0.1504,4
47,3910,4001,0.7415,0.1494,3
201,69,6635,2.5711,0.1603,3
29,5021,1524,1.3482,0.1568,1
415,1902,1603,2.571,0.145,0
39,69,3237,16.6609,0.1434,4
14,5515,6209,6.5842,0.1382,4
58,1245,51,1.2321,0.1651,1
3,1902,35,4.0823,0.1416,0
234,429,4122,19.6292,0.1456,0
39,1252,7434,1.6367,0.1646,4
415,6426,1757,3.5362,0.1435,0
193,657,5696,0.8055,0.1673,1
200,7061,1059,1.2712,0.15,3
10,639,59,1.5253,0.1682,4
42,3307,5375,0.927,0.1505,1
39,903,7025,1.2373,0.1652,4
135,5515,7402,12.9724,0.1501,4
71,1909,6359,6.0207,0.1611,3
510,5515,6612,2.6338,0.1433,0
159,5760,1613,1.1512,0.1635,1
25,3911,943,4.8605,0.1709,4
234,4918,6116,3.1307,0.1714,0
58,179,3344,2.4387,0.1485,1
255,5515,702,2.2981,0.1542,3
190,966,4730,0.9345,0.1648,1
150,5764,6349,1.0838,0.1606,1
50,173,6128,2.955,0.1645,4
188,4636,6834,0.5889,0.1644,1
68,1650,5638,1.2546,0.1667,0
118,1909,7408,5.1859,0.1546,3
324,5021,2160,0.7879,0.1736,3
237,1909,3237,9.7732,0.1418,0
368,1103,3149,4.0632,0.1433,2
458,35,6203,0.7022,0.1704,1
149,7061,6954,1.4006,0.1738,2
201,2198,2314,3.6894,0.1533,3
231,2198,4001,3.8032,0.1372,1
162,657,5157,0.869,0.1738,3
72,1103,4730,2.0615,0.1555,3
232,2199,2036,1.3019,0.1447,3
3,6428,4051,1.7741,0.1472,0
446,177,3008,1.2509,0.1673,1
487,4414,3952,1.5736,0.1734,2
231,3178,5500,0.595,0.1571,1
123,172,4535,1.1575,0.1571,0
130,429,5269,7.7699,0.1443,1
118,1902,961,3.1661,0.1616,3
150,3940,2522,1.048,0.1608,1
334,5270,3237,2.8623,0.1437,2
285,2199,1396,4.8207,0.1321,3
230,1148,3961,1.623,0.1582,3
337,3911,5683,1.5566,0.1527,3
267,5515,3237,9.4248,0.1427,3
207,5270,6552,1.3842,0.1474,0
166,5220,2317,0.9329,0.1704,3
130,2915,3333,0.6381,0.1682,1
102,69,35,2.2544,0.1528,2
88,6118,6062,3.8547,0.169,3
275,7333,7226,0.9946,0.1417,2
214,1242,392,14.0633,0.1647,0
74,4579,6278,0.578,0.165,3
471,69,2478,2.0191,0.142,2
65,966,4125,2.8426,0.1568,1
189,903,2899,1.4796,0.1726,3
306,173,5531,4.6477,0.164,0
189,3307,4638,1.1489,0.1741,3
89,174,1199,1.4811,0.1379,4
174,5270,1264,1.4684,0.1287,4
254,806,5268,3.4964,0.1338,1
480,429,1642,6.6825,0.1376,0
166,294,2079,0.7678,0.1749,3
222,846,3149,5.7311,0.1623,4
351,1244,7071,9.8549,0.1551,1
422,1103,1222,2.6616,0.1375,4
89,1656,5683,0.6252,0.1537,4
326,1221,6062,1.3718,0.1713,2
429,4415,1300,8.8681,0.154,2
247,5434,3050,1.3945,0.1576,4
335,1245,4394,0.6609,0.171,2
276,3853,7118,1.1883,0.1585,1
215,5515,1059,7.3328,0.1571,1
